NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DUBOC,Nancy,Mme,NUP,Nouvelle union populaire écologique et sociale,10304,"  26,00","  11,87",Bal.,07607,07607,76007
2,LARUE,Brigitte,Mme,DSV,Droite souverainiste,481,"   1,21","   0,55",non,07607,07607,76007
3,LELIÈVRE,Caroline,Mme,DSV,Droite souverainiste,786,"   1,98","   0,91",non,07607,07607,76007
4,DECK,Alexis,M.,ECO,Ecologistes,1450,"   3,66","   1,67",non,07607,07607,76007
5,COUFOURIER,Lauriane,Mme,DVG,Divers gauche,721,"   1,82","   0,83",non,07607,07607,76007
6,FORESTIER,Jacques,M.,LR,Les Républicains,1648,"   4,16","   1,90",non,07607,07607,76007
7,DENIS,Camille,Mme,DXG,Divers extrême gauche,375,"   0,95","   0,43",non,07607,07607,76007
8,PRUNIER,Virginie,Mme,DIV,Divers,51,"   0,13","   0,06",non,07607,07607,76007
9,MOUHANNA,Marc,M.,DXG,Divers extrême gauche,167,"   0,42","   0,19",non,07607,07607,76007
10,DELESTRE,Lucie,Mme,RN,Rassemblement National,6064,"  15,30","   6,99",non,07607,07607,76007
11,FIRMIN LE BODO,Agnès,Mme,ENS,Ensemble ! (Majorité présidentielle),15505,"  39,13","  17,87",Bal.,07607,07607,76007
12,CANEL-DEPITRE,Béatrice,Mme,ECO,Ecologistes,724,"   1,83","   0,83",non,07607,07607,76007
13,GROUSSARD,Frédéric,M.,REC,Reconquête !,1351,"   3,41","   1,56",non,07607,07607,76007
