NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LUSSOT,Jean-Marc,M.,DVG,Divers gauche,1071,"   4,11","   1,52",non,09509,09509,95009
2,PARK,Zivka,Mme,ENS,Ensemble ! (Majorité présidentielle),5219,"  20,05","   7,40",non,09509,09509,95009
3,LE GALL,Arnaud,M.,NUP,Nouvelle union populaire écologique et sociale,7583,"  29,13","  10,76",Bal.,09509,09509,95009
4,ITIM,Youcef,M.,ECO,Ecologistes,391,"   1,50","   0,55",non,09509,09509,95009
5,ARCIERO,Anthony,M.,LR,Les Républicains,3335,"  12,81","   4,73",non,09509,09509,95009
6,SLAMANI,Miloud,M.,DIV,Divers,234,"   0,90","   0,33",non,09509,09509,95009
7,NDALA,Sympson,M.,RDG,Parti radical de gauche,538,"   2,07","   0,76",non,09509,09509,95009
8,SARAGOSA,Sylvain,M.,REC,Reconquête !,1300,"   4,99","   1,84",non,09509,09509,95009
9,MARLY,Jean-Baptiste,M.,RN,Rassemblement National,5309,"  20,39","   7,53",Bal.,09509,09509,95009
10,HAKKOU,Mohammed,M.,DVG,Divers gauche,450,"   1,73","   0,64",non,09509,09509,95009
11,HANRYON,Danièle,Mme,DXG,Divers extrême gauche,258,"   0,99","   0,37",non,09509,09509,95009
12,HITACHE,Abdelsalem,M.,DVC,Divers centre,343,"   1,32","   0,49",non,09509,09509,95009
13,JAOUADI,Nathan,M.,DIV,Divers,2,"   0,01","   0,00",non,09509,09509,95009
