NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,RICHARD,Violaine,Mme,ENS,Ensemble ! (Majorité présidentielle),10381,"  25,27","  11,48",Bal.,08404,08404,84004
2,WAILLY,Jean-Marie,M.,DIV,Divers,44,"   0,11","   0,05",non,08404,08404,84004
3,GOVERNATORI,Marc,M.,ECO,Ecologistes,601,"   1,46","   0,66",non,08404,08404,84004
4,ROSSIN,Roger,M.,LR,Les Républicains,3152,"   7,67","   3,49",non,08404,08404,84004
5,HAUTANT,Anne-Marie,Mme,REG,Régionaliste,611,"   1,49","   0,68",non,08404,08404,84004
6,CARVOU,Betty,Mme,ECO,Ecologistes,1062,"   2,59","   1,17",non,08404,08404,84004
7,PETILLOT,Nicolas,M.,DXG,Divers extrême gauche,483,"   1,18","   0,53",non,08404,08404,84004
8,RIGORD,Alexandre,M.,ECO,Ecologistes,446,"   1,09","   0,49",non,08404,08404,84004
9,LORHO,Marie-France,Mme,RN,Rassemblement National,16850,"  41,01","  18,64",Bal.,08404,08404,84004
10,GALVEZ,Monia,Mme,NUP,Nouvelle union populaire écologique et sociale,7453,"  18,14","   8,24",non,08404,08404,84004
