NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,PROTIN,Irène,Mme,RN,Rassemblement National,9836,"  19,59","   9,89",non,03703,03703,37003
2,LEGENDRE,Christophe,M.,DXG,Divers extrême gauche,572,"   1,14","   0,58",non,03703,03703,37003
3,MÉTADIER,Sophie,Mme,UDI,Union des Démocrates et des Indépendants,10448,"  20,81","  10,51",non,03703,03703,37003
4,SCHULTZ,Naima,Mme,DSV,Droite souverainiste,626,"   1,25","   0,63",non,03703,03703,37003
5,LOIRE,Maria,Mme,ECO,Ecologistes,1810,"   3,60","   1,82",non,03703,03703,37003
6,PATTE,Sylvie,Mme,REC,Reconquête !,1392,"   2,77","   1,40",non,03703,03703,37003
7,SIRVEN,Roxane,Mme,NUP,Nouvelle union populaire écologique et sociale,12127,"  24,15","  12,20",Bal.,03703,03703,37003
8,ALFANDARI,Henri,M.,ENS,Ensemble ! (Majorité présidentielle),12686,"  25,26","  12,76",Bal.,03703,03703,37003
9,LECHEVALIER,Morgane,Mme,DIV,Divers,239,"   0,48","   0,24",non,03703,03703,37003
10,DELORE,Claire,Mme,DXG,Divers extrême gauche,477,"   0,95","   0,48",non,03703,03703,37003
