NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BERTHOUX,Rémi,M.,RN,Rassemblement National,8500,"  18,23","   8,79",non,06909,06909,69009
2,PORTIER,Alexandre,M.,LR,Les Républicains,12885,"  27,64","  13,33",Bal.,06909,06909,69009
3,DUNE,Mylène,Mme,NUP,Nouvelle union populaire écologique et sociale,9437,"  20,24","   9,76",non,06909,06909,69009
4,MÉJEAN,Ambroise,M.,ENS,Ensemble ! (Majorité présidentielle),10284,"  22,06","  10,64",Bal.,06909,06909,69009
5,BAÏDA,Delphine,Mme,DIV,Divers,148,"   0,32","   0,15",non,06909,06909,69009
6,CHAVANNE,Alexandre,M.,REG,Régionaliste,729,"   1,56","   0,75",non,06909,06909,69009
7,HELLY,Chantal,Mme,DXG,Divers extrême gauche,308,"   0,66","   0,32",non,06909,06909,69009
8,PERRICHON,Elodie,Mme,ECO,Ecologistes,1344,"   2,88","   1,39",non,06909,06909,69009
9,DE GUERNON,Claire,Mme,REC,Reconquête !,2473,"   5,31","   2,56",non,06909,06909,69009
10,GIRERD,Maguy,Mme,DSV,Droite souverainiste,506,"   1,09","   0,52",non,06909,06909,69009
