NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,PLICHON,Valentin,M.,DIV,Divers,184,"   0,57","   0,26",non,06703,06703,67003
2,SFAXI,Imene,Mme,LR,Les Républicains,1758,"   5,49","   2,48",non,06703,06703,67003
3,WETZEL,Virginie,Mme,DSV,Droite souverainiste,327,"   1,02","   0,46",non,06703,06703,67003
4,MAS,Sébastien,M.,NUP,Nouvelle union populaire écologique et sociale,9864,"  30,82","  13,91",Bal.,06703,06703,67003
5,BERNHARDT,Cindy,Mme,DIV,Divers,401,"   1,25","   0,57",non,06703,06703,67003
6,GAUBERT,Joëlle,Mme,REC,Reconquête !,864,"   2,70","   1,22",non,06703,06703,67003
7,DÔ,Stéphanie,Mme,RN,Rassemblement National,4309,"  13,46","   6,08",non,06703,06703,67003
8,CUTAJAR,Chantal,Mme,ECO,Ecologistes,1433,"   4,48","   2,02",non,06703,06703,67003
9,GRANDMOUGIN,Denise,Mme,DXG,Divers extrême gauche,197,"   0,62","   0,28",non,06703,06703,67003
10,GAUTHERON,Capucine,Mme,REG,Régionaliste,1044,"   3,26","   1,47",non,06703,06703,67003
11,HAMZA,Hicham,M.,DIV,Divers,51,"   0,16","   0,07",non,06703,06703,67003
12,STUDER,Bruno,M.,ENS,Ensemble ! (Majorité présidentielle),11123,"  34,75","  15,69",Bal.,06703,06703,67003
13,NOEL,Patricia,Mme,ECO,Ecologistes,453,"   1,42","   0,64",non,06703,06703,67003
