NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GARCIN-SAUDO,Julie,Mme,DVG,Divers gauche,3404,"   6,57","   3,13",non,03407,03407,34007
2,LOPEZ LIGUORI,Aurélien,M.,RN,Rassemblement National,16079,"  31,01","  14,76",Bal.,03407,03407,34007
3,RICHAUD,Magali,Mme,ECO,Ecologistes,640,"   1,23","   0,59",non,03407,03407,34007
4,MICHEL,Yves,M.,DVD,Divers droite,5328,"  10,28","   4,89",non,03407,03407,34007
5,GONZALES,Jacqueline,Mme,DXG,Divers extrême gauche,241,"   0,46","   0,22",non,03407,03407,34007
6,BLASCO,Gabriel,M.,NUP,Nouvelle union populaire écologique et sociale,11278,"  21,75","  10,36",Bal.,03407,03407,34007
7,PILAUDEAU,Daniel,M.,DXG,Divers extrême gauche,366,"   0,71","   0,34",non,03407,03407,34007
8,SULTANI,Guillaume,M.,ECO,Ecologistes,850,"   1,64","   0,78",non,03407,03407,34007
9,CAVAILLÉ,Audrey,Mme,REC,Reconquête !,2982,"   5,75","   2,74",non,03407,03407,34007
10,GALLERAND,Georges,M.,DSV,Droite souverainiste,651,"   1,26","   0,60",non,03407,03407,34007
11,EUZET,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle),10031,"  19,35","   9,21",non,03407,03407,34007
