NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,HOUHA,Malik,M.,ECO,Ecologistes,329,"   1,36","   0,50",non,09312,09312,93012
2,CICERO,Sophie,Mme,DXG,Divers extrême gauche,130,"   0,54","   0,20",non,09312,09312,93012
3,CISSE,Mariam,Mme,REG,Régionaliste,931,"   3,84","   1,42",non,09312,09312,93012
4,TORO,Ludovic,M.,UDI,Union des Démocrates et des Indépendants,3512,"  14,47","   5,37",non,09312,09312,93012
5,CESUR,Bahri,M.,DIV,Divers,196,"   0,81","   0,30",non,09312,09312,93012
6,SALLE,"Pierre, Marie",M.,REC,Reconquête !,1278,"   5,26","   1,95",non,09312,09312,93012
7,PERIER,Jean-François,M.,RN,Rassemblement National,3743,"  15,42","   5,72",non,09312,09312,93012
8,AISSAOUI,Amal,Mme,DXG,Divers extrême gauche,228,"   0,94","   0,35",non,09312,09312,93012
9,LEGAVRE,Jérôme,M.,NUP,Nouvelle union populaire écologique et sociale,7485,"  30,83","  11,44",Bal.,09312,09312,93012
10,KLEBEK,Stéphanie,Mme,DVG,Divers gauche,539,"   2,22","   0,82",non,09312,09312,93012
11,TESTÉ,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),5793,"  23,86","   8,86",Bal.,09312,09312,93012
12,VOILLEMIN,Arnold,M.,DSV,Droite souverainiste,111,"   0,46","   0,17",non,09312,09312,93012
