NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,FABRE,Frédéric,M.,DXD,Divers extrême droite,208,"   0,47","   0,22",non,06004,06004,60004
2,DA SILVA MOREIRA,Pierre,M.,DSV,Droite souverainiste,603,"   1,35","   0,64",non,06004,06004,60004
3,DUMONTIER,Arnaud,M.,LR,Les Républicains,5950,"  13,34","   6,36",non,06004,06004,60004
4,LANDWERLIN,Loïc,M.,DSV,Droite souverainiste,25,"   0,06","   0,03",non,06004,06004,60004
5,WOERTH,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),12044,"  27,00","  12,87",Bal.,06004,06004,60004
6,MEESCHAERT,Laurent,M.,REC,Reconquête !,2713,"   6,08","   2,90",non,06004,06004,60004
7,HAVEZ,Audrey,Mme,RN,Rassemblement National,10772,"  24,15","  11,52",Bal.,06004,06004,60004
8,NGABISSIO,Noël,M.,ECO,Ecologistes,188,"   0,42","   0,20",non,06004,06004,60004
9,DASINI,Caroline,Mme,DXG,Divers extrême gauche,475,"   1,06","   0,51",non,06004,06004,60004
10,BEDOSSA,Thierry,M.,ECO,Ecologistes,1018,"   2,28","   1,09",non,06004,06004,60004
11,BASSINOT,Xavier,M.,DVD,Divers droite,140,"   0,31","   0,15",non,06004,06004,60004
12,ASSAMTI,Mohamed,M.,NUP,Nouvelle union populaire écologique et sociale,7883,"  17,67","   8,43",non,06004,06004,60004
13,REYNAL,Sophie,Mme,DVC,Divers centre,2583,"   5,79","   2,76",non,06004,06004,60004
