NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GRECH,Sophie,Mme,REC,Reconquête !,2790,"   8,36","   3,43",non,01301,01301,13001
2,BONNARD,Xavier,M.,ECO,Ecologistes,253,"   0,76","   0,31",non,01301,01301,13001
3,CHENNOUF,Ferielle,Mme,ECO,Ecologistes,764,"   2,29","   0,94",non,01301,01301,13001
4,CECONE,Marc,M.,DXG,Divers extrême gauche,275,"   0,82","   0,34",non,01301,01301,13001
5,CARAVELLAZI,Céline,Mme,DSV,Droite souverainiste,560,"   1,68","   0,69",non,01301,01301,13001
6,GIOIA,Victor,M.,DVD,Divers droite,437,"   1,31","   0,54",non,01301,01301,13001
7,AVRIL,Julien,M.,DIV,Divers,3,"   0,01","   0,00",non,01301,01301,13001
8,JABES,Flora,Mme,ECO,Ecologistes,336,"   1,01","   0,41",non,01301,01301,13001
9,ROSIQUE,Thibaud,M.,NUP,Nouvelle union populaire écologique et sociale,8092,"  24,23","   9,94",non,01301,01301,13001
10,LANZALAVI,Marie,Mme,REG,Régionaliste,62,"   0,19","   0,08",non,01301,01301,13001
11,GRISETI,Monique,Mme,RN,Rassemblement National,9103,"  27,26","  11,18",Bal.,01301,01301,13001
12,AGRESTI ROUBACHE,Sabrina,Mme,ENS,Ensemble ! (Majorité présidentielle),8487,"  25,42","  10,42",Bal.,01301,01301,13001
13,BOUALEM-AUBERT,Sarah,Mme,LR,Les Républicains,2230,"   6,68","   2,74",non,01301,01301,13001
