NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LUNEAU,Pierre-Léon,M.,DVC,Divers centre,2692,"   4,56","   2,39",non,05602,05602,56002
2,VALLEIN,Franck Jean Marie,M.,DVD,Divers droite,3936,"   6,67","   3,50",non,05602,05602,56002
3,VELLUTINI,Alexandre,M.,DSV,Droite souverainiste,902,"   1,53","   0,80",non,05602,05602,56002
4,LE BIHAN,Rachel,Mme,DIV,Divers,1,"   0,00","   0,00",non,05602,05602,56002
5,KIRCHNER,Karol,M.,NUP,Nouvelle union populaire écologique et sociale,14667,"  24,87","  13,05",Bal.,05602,05602,56002
6,MALARDÉ,Alain,M.,REG,Régionaliste,565,"   0,96","   0,50",non,05602,05602,56002
7,KAPPELER,Florence,Mme,REC,Reconquête !,2390,"   4,05","   2,13",non,05602,05602,56002
8,CHEÈRE,Yves,M.,DXG,Divers extrême gauche,558,"   0,95","   0,50",non,05602,05602,56002
9,BRIÈRE,Corinne,Mme,ECO,Ecologistes,722,"   1,22","   0,64",non,05602,05602,56002
10,CORDAILLAT-DALLARA,Jean-Christophe,M.,REG,Régionaliste,1058,"   1,79","   0,94",non,05602,05602,56002
11,MARTIN,Joseph,M.,RN,Rassemblement National,9054,"  15,35","   8,05",non,05602,05602,56002
12,PAHUN,Jimmy,M.,ENS,Ensemble ! (Majorité présidentielle),19426,"  32,94","  17,28",Bal.,05602,05602,56002
13,LEMOULINIER,Sophie,Mme,LR,Les Républicains,3009,"   5,10","   2,68",non,05602,05602,56002
