NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,MOUKRIM,Jamila,Mme,DSV,Droite souverainiste,575,"   1,44","   0,64",non,03409,03409,34009
2,BOUISSET,Maya,Mme,REC,Reconquête !,2361,"   5,92","   2,64",non,03409,03409,34009
3,BORT,Frédéric,M.,RN,Rassemblement National,10058,"  25,24","  11,25",non,03409,03409,34009
4,VIGNAL,Patrick,M.,ENS,Ensemble ! (Majorité présidentielle),11307,"  28,37","  12,64",Bal.,03409,03409,34009
5,BOUSCARAIN,Jean-François,M.,LR,Les Républicains,2267,"   5,69","   2,54",non,03409,03409,34009
6,CHAYNES,Maurice,M.,DXG,Divers extrême gauche,192,"   0,48","   0,21",non,03409,03409,34009
7,BAGUET,Brigitte,Mme,ECO,Ecologistes,1012,"   2,54","   1,13",non,03409,03409,34009
8,LOTTA,Matilda,Mme,ECO,Ecologistes,758,"   1,90","   0,85",non,03409,03409,34009
9,GARNIER,Valérie,Mme,ECO,Ecologistes,286,"   0,72","   0,32",non,03409,03409,34009
10,BELAOUNI,Nadia,Mme,NUP,Nouvelle union populaire écologique et sociale,11033,"  27,69","  12,34",Bal.,03409,03409,34009
