NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,COUDÉ,Charlène,Mme,ECO,Ecologistes,478,"   1,00","   0,49",non,05603,05603,56003
2,DORE-LUCAS,Marie Madeleine,Mme,NUP,Nouvelle union populaire écologique et sociale,10744,"  22,51","  11,12",Bal.,05603,05603,56003
3,LEPERT,Julie,Mme,DXG,Divers extrême gauche,548,"   1,15","   0,57",non,05603,05603,56003
4,QUÉRO,Benoît,M.,LR,Les Républicains,8113,"  17,00","   8,40",non,05603,05603,56003
5,LOPEZ,Yoann,M.,DVC,Divers centre,80,"   0,17","   0,08",non,05603,05603,56003
6,LE GALL,Régis,M.,REC,Reconquête !,1414,"   2,96","   1,46",non,05603,05603,56003
7,CUCINIELLO,Julie,Mme,DSV,Droite souverainiste,828,"   1,74","   0,86",non,05603,05603,56003
8,LUGUÉ,Pierre-Alexandre,M.,REG,Régionaliste,482,"   1,01","   0,50",non,05603,05603,56003
9,MASSARD,Lydie,Mme,REG,Régionaliste,914,"   1,92","   0,95",non,05603,05603,56003
10,GOHIN,Alice,Mme,RN,Rassemblement National,8938,"  18,73","   9,25",non,05603,05603,56003
11,EPAILLARD,Lionel Guy Marie,M.,ECO,Ecologistes,1281,"   2,68","   1,33",non,05603,05603,56003
12,LE PEIH,Nicole,Mme,ENS,Ensemble ! (Majorité présidentielle),13902,"  29,13","  14,39",Bal.,05603,05603,56003
