NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,TANZILLI,Sarah,Mme,ENS,Ensemble ! (Majorité présidentielle),11511,"  28,44","  13,00",Bal.,06913,06913,69013
2,PRANDT,Victor,M.,NUP,Nouvelle union populaire écologique et sociale,8771,"  21,67","   9,90",Bal.,06913,06913,69013
3,BARTHÈS,Didier,M.,ECO,Ecologistes,810,"   2,00","   0,91",non,06913,06913,69013
4,PIOT,Michel,M.,DXG,Divers extrême gauche,370,"   0,91","   0,42",non,06913,06913,69013
5,GIGAREL,Océane,Mme,REC,Reconquête !,2228,"   5,50","   2,52",non,06913,06913,69013
6,PERREIRA,Christina,Mme,ECO,Ecologistes,831,"   2,05","   0,94",non,06913,06913,69013
7,CHOMETTE,Auriane,Mme,DSV,Droite souverainiste,484,"   1,20","   0,55",non,06913,06913,69013
8,PECHEREAU,Alain,M.,RN,Rassemblement National,8766,"  21,66","   9,90",non,06913,06913,69013
9,GASCON,Gilles,M.,LR,Les Républicains,6273,"  15,50","   7,08",non,06913,06913,69013
10,BRIZA,Sabrina,Mme,DIV,Divers,429,"   1,06","   0,48",non,06913,06913,69013
