NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,HOLLENDER,Nathalie,Mme,DXD,Divers extrême droite,285,"   0,63","   0,28",non,08305,08305,83005
2,LAROCHE,Baptiste,M.,REC,Reconquête !,4868,"  10,75","   4,78",non,08305,08305,83005
3,HERVE,Joël,M.,ECO,Ecologistes,580,"   1,28","   0,57",non,08305,08305,83005
4,CARAGUEL,Robert,M.,NUP,Nouvelle union populaire écologique et sociale,5477,"  12,09","   5,38",non,08305,08305,83005
5,MAURIN,Jean-Marc,M.,LR,Les Républicains,2894,"   6,39","   2,84",non,08305,08305,83005
6,DES ACCORDS,Anne,Mme,DVD,Divers droite,0,"   0,00","   0,00",non,08305,08305,83005
7,AULOY,Brigitte,Mme,DSV,Droite souverainiste,820,"   1,81","   0,81",non,08305,08305,83005
8,KRANZER,Rémi,M.,DXG,Divers extrême gauche,306,"   0,68","   0,30",non,08305,08305,83005
9,LECHANTEUX,Julie,Mme,RN,Rassemblement National,16350,"  36,10","  16,07",Bal.,08305,08305,83005
10,MALOT,Charles,M.,ECO,Ecologistes,1359,"   3,00","   1,34",non,08305,08305,83005
11,MICHEL-KLEISBAUER,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),12355,"  27,28","  12,14",Bal.,08305,08305,83005
