CodCirc2,NumPanneauCand,position_t2,NbCand,NbVoix_t2,RapportExprimes_t2,CodNuaCand,position_t1,NbVoix_t1,RapportExprimes_t1,change,NbVoix_ecart,RapportExprimes_ecart
16001,1,2,3,18406,32.43,HOR,2,16784,30.3,False,1622,2.129999999999999
16001,4,1,3,20288,35.75,UG,1,18166,32.8,False,2122,2.950000000000003
16001,5,3,3,18061,31.82,RN,3,16761,30.26,False,1300,1.5599999999999987
16002,1,2,2,25653,47.5,UXD,1,21440,38.91,True,4213,8.590000000000003
16002,7,1,2,28350,52.5,ENS,2,15091,27.39,True,13259,25.11
16003,1,2,2,27548,47.78,UG,2,15653,25.88,False,11895,21.900000000000002
16003,4,1,2,30110,52.22,RN,1,25976,42.95,False,4134,9.269999999999996
17001,2,2,2,18396,25.29,RN,3,17278,22.65,True,1118,2.6400000000000006
17001,8,1,2,54353,74.71,DVG,1,34824,45.64,False,19529,29.069999999999993
17002,2,2,2,33155,46.61,RN,1,26862,34.41,True,6293,12.200000000000003
17002,3,1,2,37985,53.39,UG,2,21027,26.94,True,16958,26.45
17003,3,2,2,26378,49.94,RN,1,22759,40.85,True,3619,9.089999999999996
17003,5,1,2,26441,50.06,UG,2,15637,28.07,True,10804,21.990000000000002
17004,1,2,2,30447,49.26,ENS,2,17625,27.95,False,12822,21.31
17004,2,1,2,31356,50.74,RN,1,28510,45.21,False,2846,5.530000000000001
17005,1,2,2,39259,47.89,RN,1,36296,43.83,True,2963,4.060000000000002
17005,2,1,2,42725,52.11,HOR,2,27124,32.75,True,15601,19.36
19001,2,3,3,16821,25.21,LR,3,18816,28.64,False,-1995,-3.4299999999999997
19001,4,1,3,28751,43.1,UG,1,24720,37.63,False,4031,5.469999999999999
19001,5,2,3,21141,31.69,RN,2,20297,30.89,False,844,0.8000000000000007
19002,1,2,2,24960,40.06,RN,1,23250,36.28,True,1710,3.780000000000001
19002,3,1,2,37354,59.94,LR,2,22456,35.04,True,14898,24.9
23001,3,2,3,21757,34.87,DVD,3,13536,22.12,True,8221,12.749999999999996
23001,5,1,3,23513,37.69,UXD,1,20403,33.35,False,3110,4.339999999999996
23001,6,3,3,17121,27.44,UG,2,14359,23.47,True,2762,3.9700000000000024
24001,1,2,2,24089,49.91,UG,2,15540,29.42,False,8549,20.489999999999995
24001,4,1,2,24180,50.09,RN,1,20199,38.24,False,3981,11.850000000000001
24002,4,2,2,26027,47.95,UG,2,16131,28.27,False,9896,19.680000000000003
24002,5,1,2,28256,52.05,RN,1,24374,42.71,False,3882,9.339999999999996
24003,2,2,2,22514,49.92,UG,2,13600,28.58,False,8914,21.340000000000003
24003,3,1,2,22589,50.08,RN,1,19093,40.13,False,3496,9.949999999999996
24004,3,1,2,32750,54.64,UG,2,21801,34.49,True,10949,20.15
24004,7,2,2,27184,45.36,RN,1,22767,36.01,True,4417,9.350000000000001
33001,1,1,3,31768,43.2,ENS,1,28564,38.31,False,3204,4.890000000000001
33001,4,3,3,15336,20.86,RN,3,15654,21.0,False,-318,-0.14000000000000057
33001,5,2,3,26425,35.94,UG,2,25517,34.23,False,908,1.7100000000000009
33002,4,1,2,27920,59.01,UG,1,26547,49.45,False,1373,9.559999999999995
33002,6,2,2,19391,40.99,ENS,2,15610,29.08,False,3781,11.910000000000004
33003,3,2,3,15905,26.33,ENS,2,17080,27.75,False,-1175,-1.4200000000000017
33003,5,3,3,11983,19.84,RN,3,12037,19.56,False,-54,0.28000000000000114
33003,9,1,3,32525,53.84,UG,1,30664,49.83,False,1861,4.010000000000005
33004,3,1,2,37141,61.48,UG,1,27092,42.36,False,10049,19.119999999999997
33004,4,2,2,23266,38.52,RN,2,20702,32.37,False,2564,6.150000000000006
33005,1,2,2,39656,49.37,RN,1,35457,42.32,True,4199,7.049999999999997
33005,5,1,2,40665,50.63,UG,2,26631,31.79,True,14034,18.840000000000003
33006,2,3,3,21600,27.64,RN,3,21174,27.07,False,426,0.5700000000000003
33006,5,2,3,25455,32.58,ENS,2,25636,32.78,False,-181,-0.20000000000000284
33006,7,1,3,31079,39.78,UG,1,27564,35.24,False,3515,4.539999999999999
33007,1,3,3,12644,22.33,RN,3,12766,22.43,False,-122,-0.10000000000000142
33007,3,1,3,24810,43.82,UG,1,21913,38.5,False,2897,5.32
33007,4,2,3,19164,33.85,ENS,2,18854,33.12,False,310,0.730000000000004
33008,5,2,2,36137,43.59,RN,1,31248,36.86,True,4889,6.730000000000004
33008,6,1,2,46756,56.41,ENS,2,26881,31.71,True,19875,24.699999999999996
33009,1,1,2,40190,56.99,ENS,2,21714,30.03,True,18476,26.96
33009,5,2,2,30337,43.01,RN,1,27868,38.54,True,2469,4.469999999999999
33010,2,1,2,28960,52.17,ENS,2,17128,29.96,True,11832,22.21
33010,4,2,2,26555,47.83,RN,1,25037,43.8,True,1518,4.030000000000001
33012,3,1,2,28474,50.41,UG,2,18042,28.85,True,10432,21.559999999999995
33012,4,2,2,28014,49.59,RN,1,24016,38.41,True,3998,11.180000000000007
40001,3,2,2,31768,43.22,RN,1,28138,37.23,True,3630,5.990000000000002
40001,4,1,2,41736,56.78,ENS,2,21353,28.25,True,20383,28.53
40002,1,2,2,32167,38.19,RN,1,28264,32.6,True,3903,5.589999999999996
40002,5,1,2,52064,61.81,ENS,2,26051,30.05,True,26013,31.76
40003,2,2,2,29491,43.35,RN,2,25165,35.59,False,4326,7.759999999999998
40003,3,1,2,38537,56.65,UG,1,26235,37.1,False,12302,19.549999999999997
47001,4,2,2,28208,47.68,RN,1,26034,43.11,True,2174,4.57
47001,5,1,2,30952,52.32,ENS,2,17155,28.41,True,13797,23.91
47002,1,2,2,21103,42.8,UG,2,13787,26.89,False,7316,15.909999999999997
47002,3,1,2,28203,57.2,RN,1,25281,49.31,False,2922,7.890000000000001
47003,1,2,2,23464,45.87,RN,1,21168,41.08,True,2296,4.789999999999999
47003,2,1,2,27689,54.13,DVD,2,12876,24.99,True,14813,29.140000000000004
64001,3,1,2,30942,66.69,ENS,2,12939,26.82,True,18003,39.87
64001,7,2,2,15455,33.31,RN,1,13490,27.96,True,1965,5.350000000000001
64002,5,1,2,37347,63.74,ENS,2,17972,29.6,True,19375,34.14
64002,6,2,2,21242,36.26,RN,1,18910,31.14,True,2332,5.119999999999997
64003,2,2,2,20530,35.5,RN,2,18670,31.55,False,1860,3.9499999999999993
64003,5,1,2,37303,64.5,DVG,1,22271,37.63,False,15032,26.869999999999997
64004,2,1,3,27762,47.92,UG,1,21968,38.01,False,5794,9.910000000000004
64004,3,3,3,13419,23.16,DVD,3,10434,18.05,False,2985,5.109999999999999
64004,4,2,3,16753,28.92,RN,2,14806,25.62,False,1947,3.3000000000000007
64005,5,1,2,40607,62.64,UG,1,22643,32.3,False,17964,30.340000000000003
64005,9,2,2,24221,37.36,RN,2,19308,27.54,False,4913,9.82
64006,2,1,3,27117,36.28,UG,1,21650,29.42,False,5467,6.859999999999999
64006,3,3,3,21222,28.39,UXD,3,18610,25.29,False,2612,3.1000000000000014
64006,9,2,3,26403,35.33,ENS,2,19806,26.92,False,6597,8.409999999999997
79001,1,2,3,20526,32.63,UG,2,20571,32.79,False,-45,-0.1599999999999966
79001,5,3,3,15732,25.01,RN,3,15447,24.62,False,285,0.39000000000000057
79001,6,1,3,26655,42.37,DVC,1,25247,40.24,False,1408,2.1299999999999955
79002,1,1,2,37808,59.21,ECO,1,25435,38.57,False,12373,20.64
79002,4,2,2,26048,40.79,RN,2,22500,34.12,False,3548,6.670000000000002
79003,3,1,2,31821,58.11,ENS,2,17352,31.12,True,14469,26.99
79003,4,2,2,22936,41.89,UXD,1,19671,35.27,True,3265,6.619999999999997
86001,1,2,3,16858,30.23,RN,2,15918,28.93,False,940,1.3000000000000007
86001,3,3,3,16244,29.13,HOR,3,15875,28.85,False,369,0.2799999999999976
86001,5,1,3,22660,40.64,UG,1,18232,33.14,False,4428,7.5
86002,1,3,3,14473,25.38,RN,3,13864,24.42,False,609,0.9599999999999973
86002,4,2,3,18666,32.73,UG,2,16254,28.63,False,2412,4.099999999999998
86002,6,1,3,23895,41.9,ENS,1,18855,33.21,False,5040,8.689999999999998
86003,1,1,2,26100,54.41,ENS,2,14704,30.18,True,11396,24.229999999999997
86003,4,2,2,21868,45.59,RN,1,19887,40.82,True,1981,4.770000000000003
86004,5,1,2,25152,53.95,ENS,2,15076,32.11,True,10076,21.840000000000003
86004,6,2,2,21468,46.05,RN,1,19268,41.04,True,2200,5.009999999999998
87001,2,1,3,24713,42.2,UG,1,21271,36.94,False,3442,5.260000000000005
87001,3,3,3,13453,22.97,ENS,3,15544,26.99,False,-2091,-4.02
87001,4,2,3,20400,34.83,RN,2,18904,32.83,False,1496,2.0
87002,1,1,2,36679,56.06,UG,2,25520,36.83,True,11159,19.230000000000004
87002,3,2,2,28751,43.94,RN,1,25539,36.86,True,3212,7.079999999999998
87003,1,2,3,20992,37.05,RN,2,19310,34.85,False,1682,2.1999999999999957
87003,3,3,3,12573,22.19,DVC,3,14768,26.65,False,-2195,-4.459999999999997
87003,4,1,3,23095,40.76,UG,1,19494,35.18,False,3601,5.579999999999998
09002,4,2,2,17760,42.93,RN,2,16678,40.41,False,1082,2.520000000000003
09002,5,1,2,23608,57.07,UG,1,19911,48.25,False,3697,8.82
11001,8,1,2,37049,61.44,RN,1,32916,49.33,False,4133,12.11
11001,9,2,2,23251,38.56,UG,2,12475,18.7,False,10776,19.860000000000003
11002,5,1,2,33573,58.22,RN,1,29212,48.12,False,4361,10.100000000000001
11002,8,2,2,24092,41.78,UG,2,15795,26.02,False,8297,15.760000000000002
11003,3,2,2,29004,47.93,UG,2,20426,32.67,False,8578,15.259999999999998
11003,5,1,2,31514,52.07,RN,1,27946,44.7,False,3568,7.369999999999997
12001,2,1,2,34706,65.17,ENS,1,24349,43.58,False,10357,21.590000000000003
12001,5,2,2,18547,34.83,RN,2,17586,31.48,False,961,3.349999999999998
12002,1,2,2,19159,44.31,RN,1,15922,33.11,True,3237,11.200000000000003
12002,2,1,2,24084,55.69,UG,2,15738,32.73,True,8346,22.96
12003,2,1,2,29696,60.29,ENS,2,16514,32.45,True,13182,27.839999999999996
12003,5,2,2,19561,39.71,UXD,1,18044,35.46,True,1517,4.25
30001,4,2,2,23856,45.78,UG,2,16747,29.54,False,7109,16.240000000000002
30001,5,1,2,28259,54.22,RN,1,24894,43.91,False,3365,10.310000000000002
30003,5,1,2,35685,58.68,RN,1,31465,47.48,False,4220,11.200000000000003
30003,7,2,2,25133,41.32,UG,2,15181,22.91,False,9952,18.41
30004,2,2,2,25832,42.36,UG,2,17639,27.38,False,8193,14.98
30004,5,1,2,35144,57.64,RN,1,31366,48.69,False,3778,8.950000000000003
30005,3,1,2,32628,51.58,UXD,1,27602,41.01,False,5026,10.57
30005,4,2,2,30633,48.42,UG,2,22228,33.03,False,8405,15.39
30006,5,2,2,25381,48.6,UG,2,15992,28.77,False,9389,19.830000000000002
30006,6,1,2,26838,51.4,RN,1,23382,42.07,False,3456,9.329999999999998
31001,2,1,3,29059,49.97,UG,1,26985,45.52,False,2074,4.449999999999996
31001,3,2,3,15841,27.24,ENS,2,16063,27.1,False,-222,0.13999999999999702
31001,4,3,3,13254,22.79,RN,3,12636,21.32,False,618,1.4699999999999989
31002,2,1,3,33063,44.41,UG,1,30402,40.53,False,2661,3.8799999999999955
31002,3,3,3,20575,27.63,RN,3,19815,26.41,False,760,1.2199999999999989
31002,7,2,3,20819,27.96,ENS,2,20934,27.91,False,-115,0.05000000000000071
31003,1,3,3,13366,22.28,RN,3,13022,21.38,False,344,0.9000000000000021
31003,6,1,3,23650,39.42,ENS,2,20227,33.2,True,3423,6.219999999999999
31003,10,2,3,22986,38.31,UG,1,21064,34.58,True,1922,3.730000000000004
31005,3,1,2,41533,56.22,ENS,2,22267,29.43,True,19266,26.79
31005,5,2,2,32338,43.78,RN,1,29897,39.52,True,2441,4.259999999999998
31006,4,1,2,47670,60.4,UG,1,29031,34.03,False,18639,26.369999999999997
31006,5,2,2,31256,39.6,RN,2,26379,30.92,False,4877,8.68
31007,3,1,2,35228,50.78,UG,2,24681,33.17,True,10547,17.61
31007,4,2,2,34145,49.22,UXD,1,30042,40.37,True,4103,8.850000000000001
31008,2,2,2,27665,48.13,RN,1,23893,40.54,True,3772,7.590000000000003
31008,5,1,2,29813,51.87,UG,2,21751,36.9,True,8062,14.969999999999999
31009,3,3,3,10417,18.81,ENS,3,12451,22.36,False,-2034,-3.5500000000000007
31009,4,1,3,30177,54.5,UG,1,26472,47.53,False,3705,6.969999999999999
31009,5,2,3,14775,26.68,RN,2,13865,24.89,False,910,1.7899999999999991
31010,2,2,2,28645,38.93,RN,2,23993,30.37,False,4652,8.559999999999999
31010,8,1,2,44932,61.07,UG,1,28631,36.24,False,16301,24.83
32001,1,1,2,29185,58.48,ENS,2,16072,30.9,True,13113,27.58
32001,6,2,2,20720,41.52,RN,1,18575,35.71,True,2145,5.810000000000002
32002,1,2,2,21154,40.63,RN,2,18739,35.49,False,2415,5.140000000000001
32002,3,1,2,30912,59.37,DVG,1,24185,45.8,False,6727,13.57
34001,1,2,2,25868,44.81,UXD,1,20891,34.11,True,4977,10.700000000000003
34001,3,1,2,31864,55.19,UG,2,20851,34.04,True,11013,21.15
34003,2,1,2,36860,58.29,UG,1,22968,33.9,False,13892,24.39
34003,6,2,2,26379,41.71,RN,2,21872,32.28,False,4507,9.43
34004,1,1,2,40186,50.49,RN,1,35216,41.26,False,4970,9.230000000000004
34004,5,2,2,39408,49.51,UG,2,28171,33.0,False,11237,16.509999999999998
34005,5,1,2,36171,55.36,RN,1,32781,48.88,False,3390,6.479999999999997
34005,6,2,2,29172,44.64,UG,2,21640,32.27,False,7532,12.369999999999997
34006,3,2,3,18091,29.19,DVD,2,16968,27.25,False,1123,1.9400000000000013
34006,4,1,3,29288,47.26,RN,1,25563,41.05,False,3725,6.210000000000001
34006,5,3,3,14592,23.55,UG,3,13126,21.08,False,1466,2.4700000000000024
34008,2,1,2,29841,50.33,UG,2,21061,32.71,True,8780,17.619999999999997
34008,4,2,2,29446,49.67,RN,1,25831,40.12,True,3615,9.550000000000004
34009,7,2,2,26353,48.1,UG,2,17463,29.27,False,8890,18.830000000000002
34009,9,1,2,28433,51.9,UXD,1,21734,36.43,False,6699,15.469999999999999
46001,2,1,3,28049,53.78,LR,1,22180,42.25,False,5869,11.530000000000001
46001,4,2,3,12129,23.26,UG,2,12775,24.33,False,-646,-1.0699999999999967
46001,5,3,3,11975,22.96,RN,3,12108,23.06,False,-133,-0.09999999999999787
46002,1,3,3,9870,20.66,ENS,3,12752,26.96,False,-2882,-6.300000000000001
46002,2,1,3,22374,46.83,UG,1,18079,38.22,False,4295,8.61
46002,5,2,3,15531,32.51,RN,2,14369,30.38,False,1162,2.129999999999999
48001,1,2,3,17347,39.41,RN,2,14743,33.91,False,2604,5.5
48001,3,3,3,7576,17.21,DVD,3,10451,24.04,False,-2875,-6.829999999999998
48001,5,1,3,19097,43.38,UG,1,15292,35.17,False,3805,8.21
65001,1,2,2,24937,46.89,RN,1,20272,34.09,True,4665,12.799999999999997
65001,4,1,2,28245,53.11,UG,2,17564,29.53,True,10681,23.58
65002,5,1,2,29345,51.72,UG,2,17055,28.09,True,12290,23.63
65002,7,2,2,27395,48.28,RN,1,22436,36.96,True,4959,11.32
66001,1,1,2,25150,57.58,RN,1,21633,45.24,False,3517,12.339999999999996
66001,2,2,2,18525,42.42,UG,2,12184,25.48,False,6341,16.94
66003,5,1,2,29118,56.28,RN,1,25363,45.57,False,3755,10.71
66003,6,2,2,22623,43.72,UG,2,15603,28.03,False,7020,15.689999999999998
66004,2,1,2,38045,58.14,RN,1,33159,47.9,False,4886,10.240000000000002
66004,6,2,2,27395,41.86,UG,2,17963,25.95,False,9432,15.91
81001,4,2,2,25322,43.77,RN,1,23237,39.53,True,2085,4.240000000000002
81001,5,1,2,32529,56.23,DVC,2,17352,29.52,True,15177,26.709999999999997
81002,3,1,2,35447,50.73,UG,2,24048,31.63,True,11399,19.099999999999998
81002,6,2,2,34425,49.27,RN,1,28850,37.94,True,5575,11.330000000000005
81003,4,1,2,36127,50.99,ENS,2,20870,28.6,True,15257,22.39
81003,5,2,2,34722,49.01,UXD,1,31748,43.51,True,2974,5.5
82001,1,1,2,32394,51.25,UXD,1,27772,43.93,False,4622,7.32
82001,3,2,2,30813,48.75,UG,2,23271,36.81,False,7542,11.939999999999998
82002,1,2,2,23166,38.49,UG,2,12286,18.54,False,10880,19.950000000000003
82002,4,1,2,37015,61.51,RN,1,32578,49.17,False,4437,12.339999999999996
01001,2,2,2,26116,43.52,RN,1,23819,39.37,True,2297,4.150000000000006
01001,3,1,2,33889,56.48,LR,2,14495,23.96,True,19394,32.519999999999996
01002,1,2,2,31766,44.91,RN,1,28189,39.2,True,3577,5.709999999999994
01002,2,1,2,38973,55.09,ENS,2,17414,24.21,True,21559,30.880000000000003
01003,1,1,2,32958,63.0,ENS,1,17420,32.43,False,15538,30.57
01003,6,2,2,19359,37.0,RN,2,17252,32.11,False,2107,4.890000000000001
01004,5,2,2,31437,48.65,ENS,2,14367,21.87,False,17070,26.779999999999998
01004,6,1,2,33186,51.35,RN,1,30221,46.01,False,2965,5.340000000000003
01005,4,2,2,19964,42.47,UG,2,12542,24.34,False,7422,18.13
01005,8,1,2,27040,57.53,UXD,1,20161,39.12,False,6879,18.410000000000004
03001,2,1,2,28411,50.51,UG,2,17043,28.84,True,11368,21.669999999999998
03001,7,2,2,27839,49.49,RN,1,22816,38.61,True,5023,10.880000000000003
03002,1,1,3,22990,43.27,RN,1,17810,34.33,False,5180,8.940000000000005
03002,2,2,3,15526,29.22,LR,3,10204,19.67,True,5322,9.549999999999997
03002,3,3,3,14618,27.51,UG,2,12482,24.06,True,2136,3.450000000000003
03003,1,1,2,31075,59.07,LR,1,21464,40.05,False,9611,19.020000000000003
03003,2,2,2,21528,40.93,RN,2,20270,37.82,False,1258,3.1099999999999994
07001,2,2,2,25419,47.32,RN,1,21736,39.95,True,3683,7.369999999999997
07001,6,1,2,28303,52.68,UG,2,20809,38.24,True,7494,14.439999999999998
07002,4,2,2,30372,47.24,UG,2,17051,24.97,False,13321,22.270000000000003
07002,5,1,2,33926,52.76,UXD,1,24417,35.75,False,9509,17.009999999999998
07003,4,3,3,18125,30.76,UG,2,16239,28.31,True,1886,2.450000000000003
07003,5,1,3,20414,34.65,DVD,3,15194,26.48,True,5220,8.169999999999998
07003,8,2,3,20378,34.59,RN,1,18328,31.95,True,2050,2.640000000000004
15001,1,1,2,28330,65.89,DVD,1,16615,37.66,False,11715,28.230000000000004
15001,6,2,2,14668,34.11,RN,2,13361,30.29,False,1307,3.8200000000000003
15002,3,2,2,13967,39.29,RN,2,11923,33.02,False,2044,6.269999999999996
15002,7,1,2,21585,60.71,DVD,1,12383,34.29,False,9202,26.42
26001,1,2,2,21351,43.76,RN,2,16144,31.08,False,5207,12.68
26001,6,1,2,27439,56.24,UG,1,16835,32.41,False,10604,23.830000000000005
26002,3,1,2,33755,58.28,RN,1,27507,42.85,False,6248,15.43
26002,4,2,2,24159,41.72,UG,2,14642,22.81,False,9517,18.91
26003,2,1,2,43483,56.59,UG,1,30618,37.96,False,12865,18.630000000000003
26003,6,2,2,33360,43.41,UXD,2,26019,32.26,False,7341,11.149999999999999
26004,2,2,3,22818,32.08,UG,2,18222,26.27,False,4596,5.809999999999999
26004,4,3,3,18473,25.97,LR,3,16635,23.98,False,1838,1.9899999999999984
26004,6,1,3,29846,41.96,RN,1,26621,38.37,False,3225,3.5900000000000034
38001,3,3,3,10865,17.41,UXD,3,11504,18.34,False,-639,-0.9299999999999997
38001,4,1,3,26438,42.35,UG,1,25207,40.19,False,1231,2.1600000000000037
38001,5,2,3,25120,40.24,ENS,2,21089,33.62,False,4031,6.6200000000000045
38002,1,1,2,30855,62.07,UG,1,22185,42.17,False,8670,19.9
38002,5,2,2,18854,37.93,RN,2,16043,30.5,False,2811,7.43
38003,3,1,2,24837,69.61,UG,1,16933,42.84,False,7904,26.769999999999996
38003,7,2,2,10844,30.39,RN,2,8989,22.74,False,1855,7.650000000000002
38004,2,2,2,24849,40.08,UXD,2,20812,32.12,False,4037,7.960000000000001
38004,6,1,2,37148,59.92,UG,1,27548,42.52,False,9600,17.4
38005,1,1,2,43281,59.95,UG,1,27991,36.42,False,15290,23.53
38005,7,2,2,28914,40.05,RN,2,23674,30.8,False,5240,9.249999999999996
38006,2,1,2,34116,62.16,RN,1,29167,47.55,False,4949,14.61
38006,6,2,2,20768,37.84,UG,2,12791,20.85,False,7977,16.990000000000002
38007,1,2,2,30623,45.67,RN,1,28531,42.1,True,2092,3.5700000000000003
38007,5,1,2,36434,54.33,LR,2,18678,27.56,True,17756,26.77
38008,3,2,2,24601,45.9,UG,2,14021,24.5,False,10580,21.4
38008,4,1,2,28995,54.1,UXD,1,22847,39.92,False,6148,14.18
38009,1,2,2,29973,47.37,RN,1,24106,34.04,True,5867,13.329999999999998
38009,8,1,2,33299,52.63,UG,2,19825,27.99,True,13474,24.640000000000004
38010,1,2,2,26904,44.6,UG,2,16833,25.43,False,10071,19.17
38010,5,1,2,33413,55.4,RN,1,28348,42.83,False,5065,12.57
42001,4,2,2,15762,39.61,RN,2,13296,31.97,False,2466,7.640000000000001
42001,6,1,2,24032,60.39,UG,1,16778,40.34,False,7254,20.049999999999997
42002,1,2,3,9128,28.54,RN,2,8595,27.13,False,533,1.4100000000000001
42002,4,3,3,7268,22.73,UDI,3,7310,23.08,False,-42,-0.34999999999999787
42002,6,1,3,15584,48.73,UG,1,13652,43.09,False,1932,5.6399999999999935
42003,1,1,2,30634,55.46,ENS,2,16243,29.11,True,14391,26.35
42003,2,2,2,24604,44.54,RN,1,22813,40.89,True,1791,3.6499999999999986
42004,1,1,2,38420,55.42,LR,2,21649,30.72,True,16771,24.700000000000003
42004,3,2,2,30903,44.58,RN,1,28753,40.8,True,2150,3.780000000000001
42005,3,2,3,26893,37.54,RN,2,25644,36.09,False,1249,1.4499999999999957
42005,4,3,3,8130,11.35,UG,3,13039,18.35,False,-4909,-7.000000000000002
42005,5,1,3,36613,51.11,LR,1,29832,41.99,False,6781,9.119999999999997
42006,2,1,2,42621,55.17,LR,2,21724,27.81,True,20897,27.360000000000003
42006,5,2,2,34627,44.83,RN,1,31016,39.71,True,3611,5.119999999999997
43001,3,2,2,26684,38.39,RN,2,25091,34.18,False,1593,4.210000000000001
43001,5,1,2,42828,61.61,LR,1,27013,36.8,False,15815,24.810000000000002
43002,1,1,2,34629,64.53,LR,1,21573,38.69,False,13056,25.840000000000003
43002,5,2,2,19033,35.47,RN,2,17885,32.08,False,1148,3.3900000000000006
63001,3,3,3,14898,27.1,ENS,3,13156,24.08,False,1742,3.020000000000003
63001,4,1,3,23772,43.24,UG,1,20841,38.14,False,2931,5.100000000000001
63001,5,2,3,16311,29.67,RN,2,15025,27.5,False,1286,2.1700000000000017
63002,1,2,2,26453,43.37,RN,2,21986,34.34,False,4467,9.029999999999994
63002,5,1,2,34546,56.63,UG,1,23175,36.2,False,11371,20.43
63003,2,2,3,21525,33.55,ENS,2,16800,26.03,False,4725,7.519999999999996
63003,6,3,3,18822,29.33,RN,3,16735,25.93,False,2087,3.3999999999999986
63003,8,1,3,23816,37.12,UG,1,20470,31.72,False,3346,5.399999999999999
63004,1,1,2,42379,62.29,ENS,2,19299,27.38,True,23080,34.91
63004,4,2,2,25658,37.71,RN,1,22289,31.63,True,3369,6.080000000000002
63005,4,1,2,38292,55.27,UG,1,27134,37.77,False,11158,17.5
63005,5,2,2,30991,44.73,RN,2,26595,37.02,False,4396,7.709999999999994
69001,1,1,3,23970,46.6,UG,1,22300,42.4,False,1670,4.200000000000003
69001,2,2,3,18115,35.22,ENS,2,15631,29.72,False,2484,5.5
69001,4,3,3,9351,18.18,RN,3,9521,18.1,False,-170,0.0799999999999983
69002,4,2,2,21385,41.42,ENS,2,14455,25.12,False,6930,16.3
69002,6,1,2,30239,58.58,UG,1,28567,49.65,False,1672,8.93
69004,1,1,3,24852,42.48,UG,1,22959,38.0,False,1893,4.479999999999997
69004,4,3,3,10449,17.86,RN,3,10818,17.91,False,-369,-0.05000000000000071
69004,8,2,3,23208,39.67,ENS,2,18744,31.03,False,4464,8.64
69005,2,1,3,30324,45.66,ENS,1,21552,32.01,False,8772,13.649999999999999
69005,4,2,3,19411,29.23,RN,3,17090,25.38,True,2321,3.8500000000000014
69005,5,3,3,16671,25.1,UG,2,17831,26.48,True,-1160,-1.379999999999999
69006,2,1,2,25352,50.57,UG,1,27294,46.29,False,-1942,4.280000000000001
69006,3,2,2,24782,49.43,DVG,2,11755,19.94,False,13027,29.49
69007,2,1,3,21966,50.04,UG,1,20062,46.0,False,1904,4.039999999999999
69007,3,2,3,13214,30.1,ENS,2,11799,27.05,False,1415,3.0500000000000007
69007,4,3,3,8721,19.87,RN,3,9280,21.28,False,-559,-1.4100000000000001
69008,1,1,4,29317,37.9,RN,1,25808,33.46,False,3509,4.439999999999998
69008,2,3,4,23439,30.3,UG,2,17548,22.75,True,5891,7.550000000000001
69008,5,2,4,24556,31.74,LR,4,15941,20.66,True,8615,11.079999999999998
69008,6,4,4,51,0.07,ENS,3,16338,21.18,True,-16287,-21.11
69009,4,2,2,26836,39.63,UXD,1,24464,35.41,True,2372,4.220000000000006
69009,5,1,2,40872,60.37,LR,2,17554,25.41,True,23318,34.959999999999994
69010,2,2,2,26562,37.07,RN,2,22941,31.15,False,3621,5.920000000000002
69010,3,1,2,45099,62.93,ENS,1,23963,32.54,False,21136,30.39
69011,3,2,2,29069,43.2,UXD,1,25371,36.81,True,3698,6.390000000000001
69011,6,1,2,38214,56.8,ENS,2,18564,26.93,True,19650,29.869999999999997
69012,1,3,3,16677,27.88,RN,3,15003,24.96,False,1674,2.919999999999998
69012,3,2,3,19938,33.33,UG,1,18044,30.02,True,1894,3.3099999999999987
69012,4,1,3,23200,38.79,ENS,2,17411,28.97,True,5789,9.82
69013,2,1,2,28871,51.87,RN,1,22417,36.35,False,6454,15.519999999999996
69013,5,2,2,26794,48.13,UG,2,16178,26.23,False,10616,21.900000000000002
69014,1,1,2,27268,64.99,UG,1,21854,48.78,False,5414,16.209999999999994
69014,3,2,2,14689,35.01,RN,2,12637,28.21,False,2052,6.799999999999997
73001,5,2,2,27170,41.92,UXD,1,23992,36.16,True,3178,5.760000000000005
73001,6,1,2,37644,58.08,ENS,2,23381,35.24,True,14263,22.839999999999996
73002,1,1,2,30016,60.38,LR,1,18593,36.84,False,11423,23.54
73002,2,2,2,19694,39.62,RN,2,17762,35.19,False,1932,4.43
73003,2,2,2,19961,38.84,RN,2,19023,35.98,False,938,2.8600000000000065
73003,3,1,2,31430,61.16,LR,1,21605,40.86,False,9825,20.299999999999997
73004,2,1,2,29313,59.02,UG,1,20297,36.87,False,9016,22.150000000000006
73004,3,2,2,20354,40.98,RN,2,16642,30.23,False,3712,10.749999999999996
74001,4,2,2,27383,35.77,RN,2,24500,31.09,False,2883,4.680000000000003
74001,6,1,2,49164,64.23,ENS,1,28079,35.64,False,21085,28.590000000000003
74002,2,2,2,21371,31.17,RN,2,20583,28.8,False,788,2.370000000000001
74002,6,1,2,47182,68.83,ENS,1,23783,33.27,False,23399,35.559999999999995
74003,1,2,2,26309,43.81,UXD,1,24182,39.68,True,2127,4.130000000000003
74003,5,1,2,33738,56.19,DVD,2,19726,32.37,True,14012,23.82
74004,4,2,2,16911,31.11,RN,2,16159,28.85,False,752,2.259999999999998
74004,7,1,2,37452,68.89,LR,1,20865,37.25,False,16587,31.64
74005,1,1,2,41609,62.13,ENS,2,21124,31.08,True,20485,31.050000000000004
