Inscrits,CodCirc
86613,00101
92466,00102
86696,00103
109734,00104
72349,00201
74698,00202
72227,00203
79255,00204
80005,00205
58298,00301
66362,00302
70737,00303
64844,00304
58493,00401
60866,00402
57668,00501
45853,00502
58304,00601
62011,00602
70019,00603
73676,00604
86808,00605
107076,00606
98611,00607
67697,00608
106458,00609
73759,00701
88921,00702
73298,00703
73473,00801
66252,00802
59999,00803
56045,00901
58240,00902
58054,01001
73373,01002
74343,01003
70199,01101
110430,01102
74191,01103
74596,01201
71709,01202
72119,01203
60376,01301
65315,01302
46659,01303
48055,01304
54197,01305
70103,01306
52038,01307
74134,01308
89495,01309
123763,01310
100136,01311
109083,01312
89518,01313
101909,01314
100081,01315
84630,01316
71009,01401
67480,01402
74344,01403
81648,01404
101401,01405
88719,01406
64765,01501
58700,01502
63709,01601
62486,01602
69148,01603
65346,01604
95906,01701
92261,01702
79765,01703
85793,01704
100474,01705
75005,01801
70167,01802
87456,01803
65958,01901
69686,01902
51949,01903
44702,02A01
49711,02A02
51604,02B01
60369,02B02
67218,02101
64508,02102
68655,02103
69517,02104
81391,02105
88612,02201
91353,02202
85600,02203
79896,02204
101768,02205
50902,02301
48955,02302
74714,02401
79137,02402
70433,02403
85689,02404
71438,02501
75388,02502
66144,02503
67563,02504
74591,02505
73065,02601
82526,02602
98040,02603
85625,02604
83353,02701
74702,02702
78235,02703
83473,02704
84999,02705
85310,02801
70131,02802
71275,02803
67904,02804
84724,02901
71219,02902
92511,02903
82373,02904
88793,02905
88705,02906
79298,02907
82005,02908
83134,03001
114624,03002
114000,03003
85473,03004
93690,03005
70421,03101
110647,03102
85675,03103
55578,03104
138363,03105
130033,03106
121354,03107
82839,03108
72237,03201
68543,03202
82500,03301
60329,03302
72243,03303
82752,03304
95595,03305
89294,03306
96647,03307
119365,03308
98807,03309
78587,03310
83001,03311
76675,03401
67096,03402
126007,03403
134229,03404
95751,03405
84451,03406
119819,03407
74388,03501
98110,03502
91317,03503
109624,03504
118580,03505
77986,03506
99053,03507
56273,03601
64675,03602
56668,03603
54537,03701
92052,03702
92487,03703
86403,03704
78148,03705
79525,03801
73047,03802
60329,03803
85430,03804
93080,03805
106191,03806
100190,03807
102617,03808
89001,03809
64546,03901
55538,03902
67878,03903
92996,04001
107686,04002
83242,04003
90614,04101
80085,04102
70851,04103
68932,04201
50133,04202
79118,04203
69176,04204
69277,04205
69461,04206
101752,04207
93127,04301
80375,04302
72900,04401
82595,04402
87052,04403
79656,04404
114929,04405
77241,04406
105603,04407
79112,04408
99468,04409
99066,04410
82678,04501
81766,04502
89957,04503
93646,04504
89807,04505
68786,04601
64607,04602
85911,04701
77364,04702
76205,04703
32054,04801
27563,04802
79739,04901
85505,04902
67733,04903
72254,04904
74425,04905
90199,04906
72773,04907
74479,05001
76020,05002
76815,05003
73232,05004
72119,05005
57918,05101
67392,05102
65614,05103
61229,05104
63920,05105
68021,05106
76457,05201
66277,05202
81703,05301
66988,05302
72003,05303
52930,05401
78217,05402
58299,05403
77958,05404
75355,05405
78421,05406
71293,05407
80070,05501
61656,05502
