NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,RapportExprimes,RapportInscrits
1,CHEVROLLIER,Guillaume,M.,UMP,Union pour un Mouvement Populaire,21910,"  51,73","  28,55",oui,05302,51.73,28.55
6,TRIBONDEAU,Marie-Noëlle,Mme,SOC,Socialiste,20446,"  48,27","  26,64",non,05302,48.27,26.64
1,HENART,Laurent,M.,PRV,Parti radical,21245,"  47,77","  26,33",non,05401,47.77,26.33
2,KHIROUNI,Chaynesse,Mme,SOC,Socialiste,23229,"  52,23","  28,78",oui,05401,52.23,28.78
1,ROSSO-DEBORD,Valérie,Mme,UMP,Union pour un Mouvement Populaire,18458,"  45,85","  26,02",non,05402,45.85,26.02
2,FERON,Hervé,M.,SOC,Socialiste,21803,"  54,15","  30,73",oui,05402,54.15,30.73
1,ECKERT,Christian,M.,SOC,Socialiste,24780,"  66,38","  29,82",oui,05403,66.38,29.82
2,MANGEOT,Etienne,M.,UMP,Union pour un Mouvement Populaire,12552,"  33,62","  15,10",non,05403,33.62,15.1
1,HOUCHARD,Marie-Neige,Mme,VEC,Europe-Ecologie-Les Verts,25004,"  46,51","  25,73",non,05404,46.51,25.73
2,LAMBLIN,Jacques,M.,UMP,Union pour un Mouvement Populaire,28755,"  53,49","  29,59",oui,05404,53.49,29.59
1,POTIER,Dominique,M.,SOC,Socialiste,25122,"  55,67","  32,74",oui,05405,55.67,32.74
2,MORANO,Nadine,Mme,UMP,Union pour un Mouvement Populaire,20006,"  44,33","  26,07",non,05405,44.33,26.07
1,PIZELLE,Stéphane,M.,UMP,Union pour un Mouvement Populaire,15442,"  36,42","  17,67",non,05406,36.42,17.67
2,LE DEAUT,Jean-Yves,M.,SOC,Socialiste,26957,"  63,58","  30,86",oui,05406,63.58,30.86
1,ANDRE,Diana,Mme,SOC,Socialiste,20448,"  45,32","  25,92",non,05501,45.32,25.92
2,PANCHER,Bertrand,M.,PRV,Parti radical,24667,"  54,68","  31,27",oui,05501,54.68,31.27
1,DUMONT,Jean-Louis,M.,SOC,Socialiste,17286,"  51,53","  28,20",oui,05502,51.53,28.2
2,LEONARD,Claude,M.,UMP,Union pour un Mouvement Populaire,16257,"  48,47","  26,52",non,05502,48.47,26.52
10,GOULARD,François,M.,UMP,Union pour un Mouvement Populaire,29679,"  47,55","  30,01",non,05601,47.55,30.01
13,PELLOIS,Hervé,M.,DVG,Divers gauche,32733,"  52,45","  33,10",oui,05601,52.45,33.1
3,LE MAGUERESSE,Nathalie,Mme,SOC,Socialiste,29630,"  48,12","  30,07",non,05602,48.12,30.07
9,LE RAY,Philippe,M.,DVD,Divers droite,31942,"  51,88","  32,42",oui,05602,51.88,32.42
3,LE ROCH,Jean-Pierre,M.,SOC,Socialiste,28214,"  52,94","  32,51",oui,05603,52.94,32.51
4,BLEUNVEN,Yves,M.,UMP,Union pour un Mouvement Populaire,25077,"  47,06","  28,90",non,05603,47.06,28.9
6,GUEANT,François,M.,UMP,Union pour un Mouvement Populaire,29064,"  47,44","  28,44",non,05604,47.44,28.44
10,MOLAC,Paul,M.,DVG,Divers gauche,32197,"  52,56","  31,51",oui,05604,52.56,31.51
2,MÉLIN,Brigitte,Mme,UMP,Union pour un Mouvement Populaire,16246,"  37,65","  20,23",non,05605,37.65,20.23
8,ROUILLARD,Gwendal,M.,SOC,Socialiste,26905,"  62,35","  33,50",oui,05605,62.35,33.5
3,NOGUES,Philippe,M.,SOC,Socialiste,28726,"  51,48","  32,24",oui,05606,51.48,32.24
9,LE NAY,Jacques,M.,UMP,Union pour un Mouvement Populaire,27074,"  48,52","  30,39",non,05606,48.52,30.39
1,FILIPPETTI,Aurélie,Mme,SOC,Socialiste,25551,"  59,04","  28,96",oui,05701,59.04,28.96
2,FREYBURGER,Julien,M.,UMP,Union pour un Mouvement Populaire,17727,"  40,96","  20,09",non,05701,40.96,20.09
1,TOULOUZE,Jean-Michel,M.,SOC,Socialiste,18875,"  49,14","  24,76",non,05702,49.14,24.76
2,JACQUAT,Denis,M.,UMP,Union pour un Mouvement Populaire,19534,"  50,86","  25,62",oui,05702,50.86,25.62
1,ZIMMERMANN,Marie-Jo,Mme,UMP,Union pour un Mouvement Populaire,20200,"  53,75","  27,27",oui,05703,53.75,27.27
2,PALLEZ,Christiane,Mme,SOC,Socialiste,17380,"  46,25","  23,46",non,05703,46.25,23.46
1,FRISTOT,Cassandre,Mme,FN,Front National,11356,"  24,39","  13,98",non,05704,24.39,13.98
2,MARTY,Alain,M.,UMP,Union pour un Mouvement Populaire,19273,"  41,39","  23,74",oui,05704,41.39,23.74
3,SCHAFF,Jean-Yves,M.,SOC,Socialiste,15940,"  34,23","  19,63",non,05704,34.23,19.63
1,LETT,Céleste,M.,UMP,Union pour un Mouvement Populaire,21721,"  60,24","  29,10",oui,05705,60.24,29.1
2,DUFFLO,Angèle,Mme,SOC,Socialiste,14334,"  39,76","  19,20",non,05705,39.76,19.2
1,KALINOWSKI,Laurent,M.,SOC,Socialiste,17762,"  53,70","  24,57",oui,05706,53.7,24.57
2,PHILIPPOT,Florian,M.,FN,Front National,15317,"  46,30","  21,18",non,05706,46.3,21.18
1,PIGEOT,Nathalie,Mme,FN,Front National,11631,"  23,76","  12,70",non,05707,23.76,12.7
2,ZANETTI,Paola,Mme,SOC,Socialiste,18840,"  38,49","  20,57",oui,05707,38.49,20.57
3,WOJCIECHOWSKI,André,M.,PRV,Parti radical,18471,"  37,74","  20,17",non,05707,37.74,20.17
1,ENGELMANN,Fabien,M.,FN,Front National,14067,"  35,60","  15,42",non,05708,35.6,15.42
2,LIEBGOTT,Michel,M.,SOC,Socialiste,25448,"  64,40","  27,90",oui,05708,64.4,27.9
1,MERTZ,Bertrand,M.,SOC,Socialiste,23449,"  46,93","  24,16",non,05709,46.93,24.16
2,GROMMERCH-BRANDENBURGER,Anne,Mme,UMP,Union pour un Mouvement Populaire,26519,"  53,07","  27,33",oui,05709,53.07,27.33
1,GAUTHIER,Jean-Luc,M.,UMP,Union pour un Mouvement Populaire,15708,"  38,66","  20,07",non,05801,38.66,20.07
2,CARRILLON-COUVREUR,Martine,Mme,SOC,Socialiste,24928,"  61,34","  31,86",oui,05801,61.34,31.86
1,BOUCOMONT,Michèle,Mme,UMP,Union pour un Mouvement Populaire,16538,"  34,45","  19,08",non,05802,34.45,19.08
2,PAUL,Christian,M.,SOC,Socialiste,31471,"  65,55","  36,31",oui,05802,65.55,36.31
6,MORELLE,Hervé-Marie,M.,UMP,Union pour un Mouvement Populaire,9388,"  35,06","  15,50",non,05901,35.06,15.5
7,ROMAN,Bernard,M.,SOC,Socialiste,17390,"  64,94","  28,72",oui,05901,64.94,28.72
7,LINKENHELD,Audrey,Mme,SOC,Socialiste,27225,"  64,69","  31,17",oui,05902,64.69,31.17
14,BOISARD-VANNIER,Caroline,Mme,UMP,Union pour un Mouvement Populaire,14858,"  35,31","  17,01",non,05902,35.31,17.01
1,PAUVROS,Rémi,M.,SOC,Socialiste,23533,"  52,18","  24,36",oui,05903,52.18,24.36
6,MARIN,Christine,Mme,UMP,Union pour un Mouvement Populaire,21569,"  47,82","  22,33",non,05903,47.82,22.33
2,PARRA,Hélène,Mme,SOC,Socialiste,23316,"  46,69","  23,99",non,05904,46.69,23.99
7,DAUBRESSE,Marc-Philippe,M.,UMP,Union pour un Mouvement Populaire,26623,"  53,31","  27,39",oui,05904,53.31,27.39
8,CACHEUX,Alain,M.,SOC,Socialiste,25626,"  48,57","  26,55",non,05905,48.57,26.55
9,HUYGHE,Sébastien,M.,UMP,Union pour un Mouvement Populaire,27131,"  51,43","  28,11",oui,05905,51.43,28.11
2,DEFFONTAINE,Angélique,Mme,SOC,Socialiste,22148,"  45,02","  26,12",non,05906,45.02,26.12
9,LAZARO,Thierry,M.,UMP,Union pour un Mouvement Populaire,27050,"  54,98","  31,90",oui,05906,54.98,31.9
6,VERCAMER,Francis,M.,NCE,Nouveau Centre,19606,"  55,07","  27,17",oui,05907,55.07,27.17
9,PIERRAT-FERAILLE,Marjolaine,Mme,SOC,Socialiste,15994,"  44,93","  22,16",non,05907,44.93,22.16
8,TIR,Slimane,M.,VEC,Europe-Ecologie-Les Verts,7919,"  30,42","  11,46",non,05908,30.42,11.46
9,BAERT,Dominique,M.,DVG,Divers gauche,18110,"  69,58","  26,22",oui,05908,69.58,26.22
5,GERARD,Bernard,M.,UMP,Union pour un Mouvement Populaire,26377,"  61,21","  29,55",oui,05909,61.21,29.55
11,MUTEZ,Jacques,M.,RDG,Radical de Gauche,16718,"  38,79","  18,73",non,05909,38.79,18.73
2,DAHMANI,Zina,Mme,SOC,Socialiste,16100,"  45,12","  20,03",non,05910,45.12,20.03
10,DARMANIN,Gérald,M.,UMP,Union pour un Mouvement Populaire,19585,"  54,88","  24,37",oui,05910,54.88,24.37
1,PAUCHET,Thierry,M.,NCE,Nouveau Centre,18321,"  41,89","  20,26",non,05911,41.89,20.26
9,DURAND,Yves,M.,SOC,Socialiste,25420,"  58,11","  28,11",oui,05911,58.11,28.11
3,BATAILLE,Christian,M.,SOC,Socialiste,27129,"  57,47","  28,95",oui,05912,57.47,28.95
7,LEVEQUE,Anne-Sophie,Mme,FN,Front National,20080,"  42,53","  21,43",non,05912,42.53,21.43
1,HUTIN,Christian,M.,DVG,Divers gauche,28874,"  64,73","  31,89",oui,05913,64.73,31.89
9,EYMERY,Philippe,M.,FN,Front National,15730,"  35,27","  17,37",non,05913,35.27,17.37
1,DECOOL,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,30703,"  53,44","  31,07",oui,05914,53.44,31.07
6,SCHEPMAN,Jean,M.,SOC,Socialiste,26748,"  46,56","  27,07",non,05914,46.56,27.07
4,ALLOSSERY,Jean-Pierre,M.,SOC,Socialiste,28361,"  52,13","  29,78",oui,05915,52.13,29.78
7,BATAILLE,Jean-Pierre,M.,DVD,Divers droite,26043,"  47,87","  27,34",non,05915,47.87,27.34
1,CANDELIER,Jean-Jacques,M.,FG,Front de gauche,23461," 100,00","  28,05",oui,05916,100.0,28.05
3,DOLEZ,Marc,M.,FG,Front de gauche,19763," 100,00","  26,32",oui,05917,100.0,26.32
4,VILLAIN,François-Xavier,M.,UMP,Union pour un Mouvement Populaire,28541,"  57,63","  31,01",oui,05918,57.63,31.01
7,FILLEUL,Martine,Mme,SOC,Socialiste,20982,"  42,37","  22,80",non,05918,42.37,22.8
2,DUFOUR-TONINI,Anne-Lise,Mme,SOC,Socialiste,19873," 100,00","  25,13",oui,05919,100.0,25.13
3,BOCQUET,Alain,M.,FG,Front de gauche,24762,"  66,27","  30,62",oui,05920,66.27,30.62
7,BETEGNIES,Nathalie,Mme,FN,Front National,12606,"  33,73","  15,59",non,05920,33.73,15.59
3,BORLOO,Jean-Louis,M.,PRV,Parti radical,22959,"  55,83","  28,31",oui,05921,55.83,28.31
4,THIEME,Fabien,M.,FG,Front de gauche,18166,"  44,17","  22,40",non,05921,44.17,22.4
1,LEJEUNE,Béatrice,Mme,SOC,Socialiste,19299,"  41,95","  23,88",non,06001,41.95,23.88
4,DASSAULT,Olivier,M.,UMP,Union pour un Mouvement Populaire,26702,"  58,05","  33,05",oui,06001,58.05,33.05
2,HOUSSIN,Sylvie,Mme,SOC,Socialiste,19591,"  38,85","  22,76",non,06002,38.85,22.76
3,MANCEL,Jean-François,M.,UMP,Union pour un Mouvement Populaire,19654,"  38,97","  22,84",oui,06002,38.97,22.84
9,ITALIANI,Florence,Mme,FN,Front National,11185,"  22,18","  12,99",non,06002,22.18,12.99
1,FRANCAIX,Michel,M.,SOC,Socialiste,20422,"  57,86","  28,63",oui,06003,57.86,28.63
6,SALMONA,Marie-Christine,Mme,UMP,Union pour un Mouvement Populaire,14873,"  42,14","  20,85",non,06003,42.14,20.85
7,CANON,Patrick,M.,VEC,Europe-Ecologie-Les Verts,18636,"  40,77","  20,61",non,06004,40.77,20.61
10,WOERTH,Eric,M.,UMP,Union pour un Mouvement Populaire,27069,"  59,23","  29,94",oui,06004,59.23,29.94
6,DEGAUCHY,Lucien,M.,UMP,Union pour un Mouvement Populaire,22332,"  57,85","  31,27",oui,06005,57.85,31.27
8,DALONGEVILLE,Fabrice,M.,RDG,Radical de Gauche,16269,"  42,15","  22,78",non,06005,42.15,22.78
1,GUINIOT,Michel,M.,FN,Front National,8731,"  20,34","  11,69",non,06006,20.34,11.69
5,GONNOT,François-Michel,M.,UMP,Union pour un Mouvement Populaire,15862,"  36,95","  21,24",non,06006,36.95,21.24
6,CARVALHO,Patrice,M.,FG,Front de gauche,18332,"  42,71","  24,55",oui,06006,42.71,24.55
6,COURTIAL,Edouard,M.,UMP,Union pour un Mouvement Populaire,22351,"  53,87","  29,75",oui,06007,53.87,29.75
8,GEWERC,Claude,M.,SOC,Socialiste,19141,"  46,13","  25,48",non,06007,46.13,25.48
1,DENIAUD,Bertrand,M.,UMP,Union pour un Mouvement Populaire,19385,"  46,95","  27,21",non,06101,46.95,27.21
2,PUEYO,Joaquim,M.,SOC,Socialiste,21908,"  53,05","  30,76",oui,06101,53.05,30.76
1,LOUWAGIE,Véronique,Mme,UMP,Union pour un Mouvement Populaire,23162,"  60,00","  33,64",oui,06102,60.0,33.64
2,EL MANAA,Souad,Mme,SOC,Socialiste,15441,"  40,00","  22,43",non,06102,40.0,22.43
1,NURY,Jérôme,M.,UMP,Union pour un Mouvement Populaire,22080,"  49,01","  30,44",non,06103,49.01,30.44
2,GOASDOUE,Yves,M.,DVG,Divers gauche,22968,"  50,99","  31,66",oui,06103,50.99,31.66
1,PETIT,Michel,M.,UMP,Union pour un Mouvement Populaire,28537,"  47,41","  27,68",non,06201,47.41,27.68
2,COTTEL,Jean-Jacques,M.,SOC,Socialiste,31658,"  52,59","  30,71",oui,06201,52.59,30.71
1,PRESTAUX,Jean-Marie,M.,UMP,Union pour un Mouvement Populaire,18982,"  40,73","  22,52",non,06202,40.73,22.52
2,MAQUET,Jacqueline,Mme,SOC,Socialiste,27626,"  59,27","  32,77",oui,06202,59.27,32.77
1,DELCOURT,Guy,M.,SOC,Socialiste,25286,"  59,53","  28,94",oui,06203,59.53,28.94
2,BAUDRIN,Freddy,M.,FN,Front National,17188,"  40,47","  19,67",non,06203,40.47,19.67
1,LENA,Vincent,M.,SOC,Socialiste,23604,"  45,13","  27,01",non,06204,45.13,27.01
2,FASQUELLE,Daniel,M.,UMP,Union pour un Mouvement Populaire,28704,"  54,87","  32,84",oui,06204,54.87,32.84
1,BOURGUIGNON,Brigitte,Mme,SOC,Socialiste,27309,"  54,31","  30,67",oui,06206,54.31,30.67
2,WACHEUX,Frédéric,M.,UMP,Union pour un Mouvement Populaire,22978,"  45,69","  25,81",non,06206,45.69,25.81
1,CAPET,Yann,M.,SOC,Socialiste,26861,"  61,44","  29,07",oui,06207,61.44,29.07
2,MIGNONET,Philippe,M.,UMP,Union pour un Mouvement Populaire,16857,"  38,56","  18,24",non,06207,38.56,18.24
1,LEFAIT,Michel,M.,SOC,Socialiste,32414,"  65,64","  34,78",oui,06208,65.64,34.78
2,DECOSTER,François,M.,NCE,Nouveau Centre,16964,"  34,36","  18,20",non,06208,34.36,18.2
1,SAINT-ANDRE,Stéphane,M.,RDG,Radical de Gauche,21509,"  50,83","  27,13",oui,06209,50.83,27.13
2,FLAJOLET,André,M.,UMP,Union pour un Mouvement Populaire,20807,"  49,17","  26,24",non,06209,49.17,26.24
1,LAMARE,Monique,Mme,FN,Front National,15620,"  36,59","  17,38",non,06210,36.59,17.38
2,JANQUIN,Serge,M.,SOC,Socialiste,27069,"  63,41","  30,13",oui,06210,63.41,30.13
1,KEMEL,Philippe,M.,SOC,Socialiste,26814,"  50,11","  28,48",oui,06211,50.11,28.48
2,LE PEN,Marine,Mme,FN,Front National,26696,"  49,89","  28,35",non,06211,49.89,28.35
1,SOULA,Charlotte,Mme,FN,Front National,19905,"  43,16","  21,04",non,06212,43.16,21.04
2,BAYS,Nicolas,M.,SOC,Socialiste,26216,"  56,84","  27,71",oui,06212,56.84,27.71
1,SAUGUES,Odile,Mme,SOC,Socialiste,26583,"  67,63","  32,96",oui,06301,67.63,32.96
2,BRENAS,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,12722,"  32,37","  15,77",non,06301,32.37,15.77
1,PIRES BEAUNE,Christine,Mme,SOC,Socialiste,30454,"  59,52","  35,32",oui,06302,59.52,35.32
2,MULLER,Lionel,M.,UMP,Union pour un Mouvement Populaire,20711,"  40,48","  24,02",non,06302,40.48,24.02
1,AUROI,Danielle,Mme,VEC,Europe-Ecologie-Les Verts,26958,"  50,92","  31,14",oui,06303,50.92,31.14
2,GISCARD D'ESTAING,Louis,M.,UMP,Union pour un Mouvement Populaire,25979,"  49,08","  30,01",non,06303,49.08,30.01
1,COSTILHES,Maxime,M.,UMP,Union pour un Mouvement Populaire,17947,"  32,51","  17,90",non,06305,32.51,17.9
2,CHASSAIGNE,André,M.,FG,Front de gauche,37257,"  67,49","  37,17",oui,06305,67.49,37.17
1,PATRIARCHE,Nicolas,M.,UMP,Union pour un Mouvement Populaire,15331,"  42,36","  22,26",non,06401,42.36,22.26
2,LIGNIERES-CASSOU,Martine,Mme,SOC,Socialiste,20861,"  57,64","  30,30",oui,06401,57.64,30.3
1,SAUBATTE,Eric,M.,UMP,Union pour un Mouvement Populaire,12700,"  27,04","  16,34",non,06402,27.04,16.34
2,BAYROU,François,M.,CEN,Le Centre pour la France,14169,"  30,17","  18,24",non,06402,30.17,18.24
3,CHABANNE,Nathalie,Mme,SOC,Socialiste,20090,"  42,78","  25,86",oui,06402,42.78,25.86
1,MAITIA,François,M.,SOC,Socialiste,24664,"  49,02","  30,70",non,06404,49.02,30.7
2,LASSALLE,Jean,M.,CEN,Le Centre pour la France,25655,"  50,98","  31,93",oui,06404,50.98,31.93
1,GRENET,Jean,M.,PRV,Parti radical,20864,"  43,53","  24,40",non,06405,43.53,24.4
2,CAPDEVIELLE,Colette,Mme,SOC,Socialiste,27067,"  56,47","  31,66",oui,06405,56.47,31.66
1,ALLIOT-MARIE,Michèle,Mme,UMP,Union pour un Mouvement Populaire,25908,"  48,38","  27,30",non,06406,48.38,27.3
2,ALAUX,Sylviane,Mme,SOC,Socialiste,27648,"  51,62","  29,14",oui,06406,51.62,29.14
1,GLAVANY,Jean,M.,SOC,Socialiste,33413,"  66,91","  37,78",oui,06501,66.91,37.78
6,TREMEGE,Gérard,M.,PRV,Parti radical,16523,"  33,09","  18,68",non,06501,33.09,18.68
1,DUBIE,Jeanine,Mme,RDG,Radical de Gauche,32403,"  64,74","  36,41",oui,06502,64.74,36.41
8,ARTIGANAVE,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,17648,"  35,26","  19,83",non,06502,35.26,19.83
1,MACH,Daniel,M.,UMP,Union pour un Mouvement Populaire,13464,"  33,82","  19,91",non,06601,33.82,19.91
2,ALIOT,Louis,M.,FN,Front National,9251,"  23,24","  13,68",non,06601,23.24,13.68
3,CRESTA,Jacques,M.,DVG,Divers gauche,17098,"  42,95","  25,29",oui,06601,42.95,25.29
1,SIRE,Fernand,M.,UMP,Union pour un Mouvement Populaire,25689,"  50,49","  28,83",oui,06602,50.49,28.83
2,CALABRESE,Toussainte,Mme,SOC,Socialiste,25194,"  49,51","  28,28",non,06602,49.51,28.28
1,NEUVILLE,Ségolène,Mme,SOC,Socialiste,25458,"  53,03","  31,77",oui,06603,53.03,31.77
2,CASTEX,Jean,M.,UMP,Union pour un Mouvement Populaire,22550,"  46,97","  28,14",non,06603,46.97,28.14
1,IRLES,Jacqueline,Mme,UMP,Union pour un Mouvement Populaire,24137,"  44,58","  26,14",non,06604,44.58,26.14
2,AYLAGAS,Pierre,M.,SOC,Socialiste,30005,"  55,42","  32,49",oui,06604,55.42,32.49
3,HULNE,Anne,Mme,UMP,Union pour un Mouvement Populaire,11792,"  38,39","  18,43",non,06701,38.39,18.43
6,JUNG,Armand,M.,SOC,Socialiste,18926,"  61,61","  29,58",oui,06701,61.61,29.58
4,BIES,Philippe,M.,SOC,Socialiste,18791,"  52,25","  26,40",oui,06702,52.25,26.4
9,MAURER,Jean-Philippe,M.,UMP,Union pour un Mouvement Populaire,17173,"  47,75","  24,13",non,06702,47.75,24.13
3,SCHNEIDER,André,M.,UMP,Union pour un Mouvement Populaire,17310,"  50,99","  25,33",oui,06703,50.99,25.33
6,BUCHMANN,Andrée,Mme,VEC,Europe-Ecologie-Les Verts,16637,"  49,01","  24,34",non,06703,49.01,24.34
3,ROHFRITSCH,Sophie,Mme,UMP,Union pour un Mouvement Populaire,29154,"  65,05","  32,41",oui,06704,65.05,32.41
14,SOCCIO,Nadine,Mme,SOC,Socialiste,15665,"  34,95","  17,41",non,06704,34.95,17.41
4,HERTH,Antoine,M.,UMP,Union pour un Mouvement Populaire,32063,"  67,78","  32,57",oui,06705,67.78,32.57
8,EHRET,Daniel,M.,VEC,Europe-Ecologie-Les Verts,15244,"  32,22","  15,48",non,06705,32.22,15.48
5,CARBIENER,Thierry,M.,ALLI,Alliance centriste,16026,"  42,79","  18,92",non,06707,42.79,18.92
10,HETZEL,Patrick,M.,UMP,Union pour un Mouvement Populaire,21431,"  57,21","  25,31",oui,06707,57.21,25.31
10,STURNI,Claude,M.,DVD,Divers droite,21506,"  60,57","  24,34",oui,06709,60.57,24.34
11,THOMAS,Nicole,Mme,UMP,Union pour un Mouvement Populaire,14002,"  39,43","  15,85",non,06709,39.43,15.85
1,STRAUMANN,Eric,M.,UMP,Union pour un Mouvement Populaire,22753,"  62,21","  30,70",oui,06801,62.21,30.7
2,VALENTIN,Victorine,Mme,SOC,Socialiste,13823,"  37,79","  18,65",non,06801,37.79,18.65
1,CHRIST,Jean-Louis,M.,UMP,Union pour un Mouvement Populaire,28988,"  63,55","  31,80",oui,06802,63.55,31.8
2,STOLL,Henri,M.,VEC,Europe-Ecologie-Les Verts,16626,"  36,45","  18,24",non,06802,36.45,18.24
1,HOME,Antoine,M.,SOC,Socialiste,18071,"  36,97","  18,18",non,06804,36.97,18.18
2,SORDI,Michel,M.,UMP,Union pour un Mouvement Populaire,30812,"  63,03","  31,01",oui,06804,63.03,31.01
1,GROSSKOST,Arlette,Mme,UMP,Union pour un Mouvement Populaire,21733,"  55,76","  27,56",oui,06805,55.76,27.56
2,FREYBURGER,Pierre,M.,SOC,Socialiste,17246,"  44,24","  21,87",non,06805,44.24,21.87
1,SCHMIDLIN-BEN M'BAREK,Malika,Mme,SOC,Socialiste,15045,"  32,56","  16,26",non,06806,32.56,16.26
2,HILLMEYER,Francis,M.,NCE,Nouveau Centre,20382,"  44,11","  22,04",oui,06806,44.11,22.04
3,BINDER,Martine,Mme,FN,Front National,10785,"  23,34","  11,66",non,06806,23.34,11.66
3,HAVARD,Michel,M.,UMP,Union pour un Mouvement Populaire,16158,"  46,22","  23,71",non,06901,46.22,23.71
10,BRAILLARD,Thierry,M.,RDG,Radical de Gauche,18798,"  53,78","  27,58",oui,06901,53.78,27.58
9,HAMELIN,Emmanuel,M.,UMP,Union pour un Mouvement Populaire,16924,"  41,85","  22,59",non,06902,41.85,22.59
14,MUET,Pierre-Alain,M.,SOC,Socialiste,23517,"  58,15","  31,40",oui,06902,58.15,31.4
9,TOURAINE,Jean-Louis,M.,SOC,Socialiste,21425,"  59,15","  30,45",oui,06903,59.15,30.45
11,DAGORNE,Laure,Mme,UMP,Union pour un Mouvement Populaire,14797,"  40,85","  21,03",non,06903,40.85,21.03
3,BRUGNERA,Anne,Mme,SOC,Socialiste,20173,"  46,76","  25,36",non,06904,46.76,25.36
12,NACHURY,Dominique,Mme,UMP,Union pour un Mouvement Populaire,22968,"  53,24","  28,88",oui,06904,53.24,28.88
4,DARNE,Jacky,M.,SOC,Socialiste,17283,"  38,71","  21,45",non,06905,38.71,21.45
7,COCHET,Philippe,M.,UMP,Union pour un Mouvement Populaire,27362,"  61,29","  33,96",oui,06905,61.29,33.96
1,HAZIZA,Emmanuelle,Mme,UMP,Union pour un Mouvement Populaire,13899,"  37,73","  17,73",non,06906,37.73,17.73
6,CROZON,Pascale,Mme,SOC,Socialiste,22942,"  62,27","  29,27",oui,06906,62.27,29.27
3,COMPAN,Yann,M.,UMP,Union pour un Mouvement Populaire,11501,"  39,93","  17,73",non,06907,39.93,17.73
8,GEOFFROY,Hélène,Mme,SOC,Socialiste,17303,"  60,07","  26,68",oui,06907,60.07,26.68
4,MC CARRON,Sheila,Mme,SOC,Socialiste,19684,"  36,52","  19,99",non,06908,36.52,19.99
5,VERCHERE,Patrice,M.,UMP,Union pour un Mouvement Populaire,34221,"  63,48","  34,76",oui,06908,63.48,34.76
1,MEYER,Vincent,M.,VEC,Europe-Ecologie-Les Verts,16813,"  38,16","  19,56",non,06909,38.16,19.56
7,PERRUT,Bernard,M.,UMP,Union pour un Mouvement Populaire,27244,"  61,84","  31,69",oui,06909,61.84,31.69
3,PERRIN,Florence,Mme,SOC,Socialiste,19745,"  40,15","  22,05",non,06910,40.15,22.05
4,GUILLOTEAU,Christophe,M.,UMP,Union pour un Mouvement Populaire,29432,"  59,85","  32,87",oui,06910,59.85,32.87
3,FENECH,Georges,M.,UMP,Union pour un Mouvement Populaire,22494,"  65,02","  26,30",oui,06911,65.02,26.3
7,HENRY,Agnès,Mme,FN,Front National,12104,"  34,98","  14,15",non,06911,34.98,14.15
1,TERROT,Michel,M.,UMP,Union pour un Mouvement Populaire,23439,"  54,69","  30,77",oui,06912,54.69,30.77
11,SECHAUD,Joëlle,Mme,SOC,Socialiste,19422,"  45,31","  25,49",non,06912,45.31,25.49
2,MEUNIER,Philippe,M.,UMP,Union pour un Mouvement Populaire,25169,"  59,51","  31,65",oui,06913,59.51,31.65
3,BOUDAOUD,Farida,Mme,SOC,Socialiste,17123,"  40,49","  21,53",non,06913,40.49,21.53
1,BLEIN,Yves,M.,SOC,Socialiste,19776,"  62,00","  28,19",oui,06914,62.0,28.19
5,LIGOUT,Sandrine,Mme,FN,Front National,12119,"  38,00","  17,27",non,06914,38.0,17.27
9,CHAUVELOT-DUBAN,Claudy,Mme,SOC,Socialiste,25962,"  46,65","  29,22",non,07001,46.65,29.22
11,CHRETIEN,Alain,M.,UMP,Union pour un Mouvement Populaire,29688,"  53,35","  33,41",oui,07001,53.35,33.41
4,VILLAUMÉ,Jean-Michel,M.,SOC,Socialiste,28185,"  50,22","  30,65",oui,07002,50.22,30.65
6,RAISON,Michel,M.,UMP,Union pour un Mouvement Populaire,27939,"  49,78","  30,38",non,07002,49.78,30.38
2,THEVENOUD,Thomas,M.,SOC,Socialiste,21525,"  54,13","  29,71",oui,07101,54.13,29.71
5,VOISIN,Gérard,M.,UMP,Union pour un Mouvement Populaire,18244,"  45,87","  25,18",non,07101,45.87,25.18
5,GUEUGNEAU,Edith,Mme,DVG,Divers gauche,25124,"  52,82","  30,90",oui,07102,52.82,30.9
7,NESME,Jean-Marc,M.,UMP,Union pour un Mouvement Populaire,22443,"  47,18","  27,60",non,07102,47.18,27.6
1,BAUMEL,Philippe,M.,SOC,Socialiste,25914,"  53,78","  30,95",oui,07103,53.78,30.95
8,ANCIAUX,Jean-Paul,M.,UMP,Union pour un Mouvement Populaire,22275,"  46,22","  26,60",non,07103,46.22,26.6
3,UNTERMAIER,Cécile,Mme,SOC,Socialiste,23810,"  50,40","  29,34",oui,07104,50.4,29.34
8,DANJEAN,Arnaud,M.,UMP,Union pour un Mouvement Populaire,23431,"  49,60","  28,88",non,07104,49.6,28.88
6,DECHAUME,Isabelle,Mme,PRV,Parti radical,18857,"  40,74","  20,69",non,07105,40.74,20.69
9,SIRUGUE,Christophe,M.,SOC,Socialiste,27430,"  59,26","  30,10",oui,07105,59.26,30.1
