NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,RapportExprimes,RapportInscrits
12,WASERMAN,Sylvain,M.,REM,La République en marche,14492,"  58,53","  20,84",oui,06702,58.53,20.84
3,SCHULER,Georges,M.,LR,Les Républicains,9648,"  40,23","  14,01",non,06703,40.23,14.01
7,STUDER,Bruno,M.,REM,La République en marche,14337,"  59,77","  20,81",oui,06703,59.77,20.81
1,ROHFRITSCH,Sophie,Mme,LR,Les Républicains,16471,"  44,14","  17,43",non,06704,44.14,17.43
9,WONNER,Martine,Mme,REM,La République en marche,20842,"  55,86","  22,06",oui,06704,55.86,22.06
5,HERTH,Antoine,M.,LR,Les Républicains,19508,"  54,14","  18,76",oui,06705,54.14,18.76
11,SIMLER,Gérard,M.,REG,Régionaliste,16522,"  45,86","  15,89",non,06705,45.86,15.89
10,SALOMON,Guy,M.,MDM,Modem,14845,"  37,40","  15,46",non,06706,37.4,15.46
12,FURST,Laurent,M.,LR,Les Républicains,24843,"  62,60","  25,87",oui,06706,62.6,25.87
3,DE SANTIS,Antoinette,Mme,REM,La République en marche,12445,"  37,39","  14,57",non,06707,37.39,14.57
10,HETZEL,Patrick,M.,LR,Les Républicains,20836,"  62,61","  24,39",oui,06707,62.61,24.39
1,REISS,Frédéric,M.,LR,Les Républicains,22063,"  58,88","  23,35",oui,06708,58.88,23.35
6,GLIECH,Christian,M.,REM,La République en marche,15407,"  41,12","  16,30",non,06708,41.12,16.3
2,THIEBAUT,Vincent,M.,REM,La République en marche,17209,"  51,03","  18,56",oui,06709,51.03,18.56
7,WOLF,Etienne,M.,LR,Les Républicains,16513,"  48,97","  17,81",non,06709,48.97,17.81
9,VILLEMIN,Stéphanie,Mme,REM,La République en marche,10199,"  33,59","  13,41",non,06801,33.59,13.41
18,STRAUMANN,Eric,M.,LR,Les Républicains,20163,"  66,41","  26,51",oui,06801,66.41,26.51
3,CATTIN,Jacques,M.,LR,Les Républicains,19001,"  51,39","  20,61",oui,06802,51.39,20.61
5,OTT,Hubert,M.,REM,La République en marche,17974,"  48,61","  19,49",non,06802,48.61,19.49
4,REITZER,Jean-Luc,M.,LR,Les Républicains,18786,"  55,15","  21,92",oui,06803,55.15,21.92
7,STRIBY,Patrick,M.,REM,La République en marche,15278,"  44,85","  17,82",non,06803,44.85,17.82
1,SCHELLENBERGER,Raphaël,M.,LR,Les Républicains,18234,"  50,88","  17,76",oui,06804,50.88,17.76
3,TACQUARD,Aurélie,Mme,REM,La République en marche,17604,"  49,12","  17,14",non,06804,49.12,17.14
5,BECHT,Olivier,M.,DVD,Divers droite,16807,"  57,69","  21,69",oui,06805,57.69,21.69
11,LEHR,Cécile,Mme,REM,La République en marche,12327,"  42,31","  15,91",non,06805,42.31,15.91
3,MARCELLI,Sylvain,M.,FN,Front National,11401,"  35,84","  12,34",non,06806,35.84,12.34
7,FUCHS,Bruno,M.,REM,La République en marche,20408,"  64,16","  22,08",oui,06806,64.16,22.08
8,AUBIN,Elliott,M.,FI,La France insoumise,9693,"  35,53","  13,95",non,06901,35.53,13.95
12,RUDIGOZ,Thomas,M.,REM,La République en marche,17587,"  64,47","  25,30",oui,06901,64.47,25.3
5,PERRIN-GILBERT,Nathalie,Mme,DVG,Divers gauche,15067,"  47,19","  20,09",non,06902,47.19,20.09
19,JULIEN-LAFERRIERE,Hubert,M.,REM,La République en marche,16864,"  52,81","  22,49",oui,06902,52.81,22.49
6,TOURAINE,Jean-Louis,M.,REM,La République en marche,17595,"  59,85","  24,43",oui,06903,59.85,24.43
14,LE BRUN,Pascal,M.,FI,La France insoumise,11805,"  40,15","  16,39",non,06903,40.15,16.39
5,NACHURY,Dominique,Mme,LR,Les Républicains,13090,"  39,45","  16,33",non,06904,39.45,16.33
12,BRUGNERA,Anne,Mme,REM,La République en marche,20095,"  60,55","  25,07",oui,06904,60.55,25.07
1,BROCARD,Blandine,Mme,REM,La République en marche,22348,"  60,26","  25,37",oui,06905,60.26,25.37
9,COCHET,Philippe,M.,LR,Les Républicains,14740,"  39,74","  16,74",non,06905,39.74,16.74
6,BONNELL,Bruno,M.,REM,La République en marche,18233,"  60,18","  22,11",oui,06906,60.18,22.11
17,VALLAUD-BELKACEM,Najat,Mme,SOC,Parti socialiste,12063,"  39,82","  14,63",non,06906,39.82,14.63
4,KHEDHER,Anissa,Mme,REM,La République en marche,10466,"  50,61","  15,39",oui,06907,50.61,15.39
15,VINCENDET,Alexandre,M.,LR,Les Républicains,10215,"  49,39","  15,02",non,06907,49.39,15.02
8,VERCHÈRE,Patrice,M.,LR,Les Républicains,23721,"  53,62","  23,13",oui,06908,53.62,23.13
9,TERROIR,Joëlle,Mme,REM,La République en marche,20514,"  46,38","  20,00",non,06908,46.38,20.0
10,CROIZEAU,Marion,Mme,REM,La République en marche,18284,"  49,00","  19,94",non,06909,49.0,19.94
13,PERRUT,Bernard,M.,LR,Les Républicains,19029,"  51,00","  20,76",oui,06909,51.0,20.76
1,CRUZ,Sophie,Mme,LR,Les Républicains,13880,"  36,17","  14,57",non,06910,36.17,14.57
9,GASSILLOUD,Thomas,M.,REM,La République en marche,24498,"  63,83","  25,71",oui,06910,63.83,25.71
2,FENECH,Georges,M.,LR,Les Républicains,15886,"  45,29","  17,17",non,06911,45.29,17.17
4,FUGIT,Jean-Luc,M.,REM,La République en marche,19192,"  54,71","  20,75",oui,06911,54.71,20.75
2,ISAAC-SIBILLE,Cyrille,M.,MDM,Modem,17977,"  56,25","  22,53",oui,06912,56.25,22.53
8,MOROGE,Jérôme,M.,LR,Les Républicains,13981,"  43,75","  17,52",non,06912,43.75,17.52
6,MEUNIER,Philippe,M.,LR,Les Républicains,14692,"  47,65","  17,32",non,06913,47.65,17.32
8,CAZARIAN,Danièle,Mme,REM,La République en marche,16141,"  52,35","  19,03",oui,06913,52.35,19.03
3,BLEIN,Yves,M.,REM,La République en marche,13714,"  65,60","  18,47",oui,06914,65.6,18.47
7,MONCHAU,Damien,M.,FN,Front National,7192,"  34,40","   9,69",non,06914,34.4,9.69
3,CUGNOT,Léonie,Mme,FN,Front National,15989,"  40,87","  18,08",non,07001,40.87,18.08
11,BESSOT BALLOT,Barbara,Mme,REM,La République en marche,23129,"  59,13","  26,15",oui,07001,59.13,26.15
4,MONNIER,Maurice,M.,FN,Front National,16181,"  42,00","  17,84",non,07002,42.0,17.84
11,LEJEUNE,Christophe,M.,REM,La République en marche,22343,"  58,00","  24,63",oui,07002,58.0,24.63
8,COURTOIS,Jean-Patrick,M.,LR,Les Républicains,12090,"  42,71","  16,59",non,07101,42.71,16.59
14,DIRX,Benjamin,M.,REM,La République en marche,16219,"  57,29","  22,25",oui,07101,57.29,22.25
3,CORNELOUP,Josiane,Mme,LR,Les Républicains,16124,"  51,04","  20,58",oui,07102,51.04,20.58
11,CHAUVET,Vincent,M.,REM,La République en marche,15466,"  48,96","  19,74",non,07102,48.96,19.74
5,REBEYROTTE,Rémy,M.,REM,La République en marche,16993,"  55,43","  20,54",oui,07103,55.43,20.54
9,LANDRE,Charles,M.,LR,Les Républicains,13661,"  44,57","  16,51",non,07103,44.57,16.51
2,UNTERMAIER,Cécile,Mme,SOC,Parti socialiste,16527,"  54,67","  20,07",oui,07104,54.67,20.07
7,GABRELLE,Catherine,Mme,REM,La République en marche,13701,"  45,33","  16,64",non,07104,45.33,16.64
4,PLATRET,Gilles,M.,LR,Les Républicains,14012,"  44,91","  15,57",non,07105,44.91,15.57
9,GAUVAIN,Raphaël,M.,REM,La République en marche,17189,"  55,09","  19,10",oui,07105,55.09,19.1
2,MORANÇAIS,Christelle,Mme,LR,Les Républicains,13657,"  49,91","  19,03",non,07201,49.91,19.03
14,PICHEREAU,Damien,M.,REM,La République en marche,13704,"  50,09","  19,09",oui,07201,50.09,19.09
9,PEROT,Aurélie,Mme,REM,La République en marche,11208,"  38,12","  13,67",non,07202,38.12,13.67
10,KARAMANLI,Marietta,Mme,SOC,Parti socialiste,18192,"  61,88","  22,19",oui,07202,61.88,22.19
3,FONTENEL-PERSONNE,Pascale,Mme,REM,La République en marche,16730,"  53,69","  19,62",oui,07203,53.69,19.62
6,PAVY-MORANÇAIS,Béatrice,Mme,LR,Les Républicains,14430,"  46,31","  16,93",non,07203,46.31,16.93
1,FRANCO,Emmanuel,M.,LR,Les Républicains,13235,"  45,09","  16,62",non,07204,45.09,16.62
8,LE FOLL,Stéphane,M.,SOC,Parti socialiste,16117,"  54,91","  20,24",oui,07204,54.91,20.24
5,COLIN,Willy,M.,REM,La République en marche,15951,"  47,27","  18,35",non,07205,47.27,18.35
7,GRELIER,Jean-Carles,M.,LR,Les Républicains,17795,"  52,73","  20,47",oui,07205,52.73,20.47
4,DORD,Dominique,M.,LR,Les Républicains,18775,"  49,24","  21,56",non,07301,49.24,21.56
8,DEGOIS,Typhanie,Mme,REM,La République en marche,19355,"  50,76","  22,22",oui,07301,50.76,22.22
8,TROUTOT,Philipe,M.,DIV,Divers,10547,"  42,83","  13,87",non,07302,42.83,13.87
9,ROLLAND,Vincent,M.,LR,Les Républicains,14076,"  57,17","  18,51",oui,07302,57.17,18.51
6,VIVIER,Philip,M.,REM,La République en marche,12776,"  46,23","  17,57",non,07303,46.23,17.57
12,BONNIVARD,Emilie,Mme,LR,Les Républicains,14857,"  53,77","  20,43",oui,07303,53.77,20.43
9,MIGNOLA,Patrick,M.,MDM,Modem,13293,"  55,71","  17,81",oui,07304,55.71,17.81
10,LACLAIS,Bernadette,Mme,DVG,Divers gauche,10568,"  44,29","  14,16",non,07304,44.29,14.16
11,RIOTTON,Véronique,Mme,REM,La République en marche,25174,"  64,32","  25,07",oui,07401,64.32,25.07
17,ANDRE-LAURENT,Annabel,Mme,LR,Les Républicains,13962,"  35,68","  13,91",non,07401,35.68,13.91
2,LARDET,Frédérique,Mme,REM,La République en marche,20287,"  53,60","  21,37",oui,07402,53.6,21.37
12,TARDY,Lionel,M.,LR,Les Républicains,17560,"  46,40","  18,49",non,07402,46.4,18.49
6,GIBOUIN,Guillaume,M.,REM,La République en marche,15693,"  48,50","  19,17",non,07403,48.5,19.17
8,SADDIER,Martial,M.,LR,Les Républicains,16665,"  51,50","  20,36",oui,07403,51.5,20.36
7,DUBY-MULLER,Virginie,Mme,LR,Les Républicains,17158,"  54,63","  20,13",oui,07404,54.63,20.13
9,DEVIN,Laura,Mme,REM,La République en marche,14249,"  45,37","  16,72",non,07404,45.37,16.72
1,BAUD-ROCHE,Astrid,Mme,DVD,Divers droite,15381,"  46,34","  16,09",non,07405,46.34,16.09
4,LENNE,Marion,Mme,REM,La République en marche,17814,"  53,66","  18,63",oui,07405,53.66,18.63
3,DION,Sophie,Mme,LR,Les Républicains,12588,"  43,49","  15,95",non,07406,43.49,15.95
7,ROSEREN,Xavier,M.,REM,La République en marche,16356,"  56,51","  20,72",oui,07406,56.51,20.72
1,LE GENDRE,Gilles,M.,REM,La République en marche,18347,"  54,53","  25,58",oui,07502,54.53,25.58
3,KOSCIUSKO-MORIZET,Nathalie,Mme,LR,Les Républicains,15298,"  45,47","  21,33",non,07502,45.47,21.33
1,GUERINI,Stanislas,M.,REM,La République en marche,17801,"  65,50","  25,92",oui,07503,65.5,25.92
3,NAHMIAS,Valérie,Mme,UDI,Union des Démocrates et Indépendants,9376,"  34,50","  13,65",non,07503,34.5,13.65
7,CICUREL,Ilana,Mme,REM,La République en marche,16024,"  48,49","  22,97",non,07504,48.49,22.97
14,KUSTER,Brigitte,Mme,LR,Les Républicains,17024,"  51,51","  24,41",oui,07504,51.51,24.41
10,DAGOMA,Seybah,Mme,SOC,Parti socialiste,14930,"  43,73","  19,68",non,07505,43.73,19.68
20,GRIVEAUX,Benjamin,M.,REM,La République en marche,19212,"  56,27","  25,32",oui,07505,56.27,25.32
6,PERSON,Pierre,M.,REM,La République en marche,18309,"  50,99","  23,88",oui,07506,50.99,23.88
8,SIMONNET,Danielle,Mme,FI,La France insoumise,17600,"  49,01","  22,96",non,07506,49.01,22.96
2,BLOCHE,Patrick,M.,SOC,Parti socialiste,15491,"  44,10","  20,37",non,07507,44.1,20.37
13,RUPIN,Pacôme,M.,REM,La République en marche,19637,"  55,90","  25,82",oui,07507,55.9,25.82
1,AVIA,Laetitia,Mme,REM,La République en marche,21336,"  64,56","  25,97",oui,07508,64.56,25.97
8,MONTANDON,Valérie,Mme,LR,Les Républicains,11710,"  35,44","  14,25",non,07508,35.44,14.25
9,QNOUCH,Raphaël,M.,FI,La France insoumise,13497,"  44,74","  19,75",non,07509,44.74,19.75
10,TAN,Buon,M.,REM,La République en marche,16669,"  55,26","  24,39",oui,07509,55.26,24.39
4,LANG,Anne-Christine,Mme,REM,La République en marche,18181,"  60,11","  27,00",oui,07510,60.11,27.0
12,CHAIBI,Leïla,Mme,FI,La France insoumise,12063,"  39,89","  17,91",non,07510,39.89,17.91
12,SZPINER,Francis,M.,LR,Les Républicains,11036,"  36,50","  15,56",non,07511,36.5,15.56
14,DE SARNEZ,Marielle,Mme,MDM,Modem,19203,"  63,50","  27,07",oui,07511,63.5,27.07
3,GREGOIRE,Olivia,Mme,REM,La République en marche,21082,"  56,36","  28,52",oui,07512,56.36,28.52
13,GOUJON,Philippe,M.,LR,Les Républicains,16327,"  43,64","  22,09",non,07512,43.64,22.09
3,LAMOUR,Jean-François,M.,LR,Les Républicains,15906,"  44,01","  21,10",non,07513,44.01,21.1
12,RENSON,Hugues,M.,REM,La République en marche,20239,"  55,99","  26,85",oui,07513,55.99,26.85
5,GOASGUEN,Claude,M.,LR,Les Républicains,19029,"  52,43","  26,30",oui,07514,52.43,26.3
9,BOUGAULT-DELAGE,Valérie,Mme,REM,La République en marche,17263,"  47,57","  23,86",non,07514,47.57,23.86
7,KEMOUNE,Mehdi,M.,FI,La France insoumise,11880,"  39,71","  15,59",non,07515,39.71,15.59
13,PAU-LANGEVIN,George,Mme,SOC,Parti socialiste,18039,"  60,29","  23,67",oui,07515,60.29,23.67
7,LEGRAIN,Sarah,Mme,FI,La France insoumise,14562,"  48,82","  20,69",non,07516,48.82,20.69
14,MAHJOUBI,Mounir,M.,REM,La République en marche,15263,"  51,18","  21,69",oui,07516,51.18,21.69
6,FAILLÉS,Béatrice,Mme,REM,La République en marche,11041,"  49,29","  18,96",non,07517,49.29,18.96
19,OBONO,Danièle,Mme,FI,La France insoumise,11360,"  50,71","  19,50",oui,07517,50.71,19.5
10,EL KHOMRI,Myriam,Mme,SOC,Parti socialiste,11209,"  46,39","  16,67",non,07518,46.39,16.67
12,BOURNAZEL,Pierre-Yves,M.,LR,Les Républicains,12954,"  53,61","  19,26",oui,07518,53.61,19.26
5,ADAM,Damien,M.,REM,La République en marche,13271,"  54,68","  20,58",oui,07601,54.68,20.58
11,FOURNEYRON,Valérie,Mme,SOC,Parti socialiste,11000,"  45,32","  17,06",non,07601,45.32,17.06
5,GUÉGOT,Françoise,Mme,LR,Les Républicains,14805,"  39,46","  15,62",non,07602,39.46,15.62
10,VIDAL,Annie,Mme,REM,La République en marche,22716,"  60,54","  23,96",oui,07602,60.54,23.96
10,WULFRANC,Hubert,M.,COM,Parti communiste français,16268,"  61,07","  23,44",oui,07603,61.07,23.44
11,GRENOT,Cyrille,M.,REM,La République en marche,10371,"  38,93","  14,94",non,07603,38.93,14.94
5,SYLLA,Sira,Mme,REM,La République en marche,19271,"  60,73","  21,81",oui,07604,60.73,21.81
11,GOURY,Nicolas,M.,FN,Front National,12461,"  39,27","  14,10",non,07604,39.27,14.1
5,DELALANDRE,Jean,M.,LR,Les Républicains,11648,"  30,85","  12,09",non,07605,30.85,12.09
6,BOUILLON,Christophe,M.,SOC,Parti socialiste,26103,"  69,15","  27,10",oui,07605,69.15,27.1
5,DUFOUR,Philippe,M.,REM,La République en marche,22685,"  47,73","  20,70",non,07606,47.73,20.7
7,JUMEL,Sébastien,M.,COM,Parti communiste français,24845,"  52,27","  22,68",oui,07606,52.27,22.68
3,SIFFERT,Antoine,M.,RDG,Parti radical de gauche,10617,"  38,08","  12,12",non,07607,38.08,12.12
8,FIRMIN LE BODO,Agnès,Mme,LR,Les Républicains,17267,"  61,92","  19,70",oui,07607,61.92,19.7
1,LECOQ,Jean-Paul,M.,COM,Parti communiste français,13911,"  62,70","  20,56",oui,07608,62.7,20.56
7,DELAMOTTE,Béatrice,Mme,REM,La République en marche,8276,"  37,30","  12,23",non,07608,37.3,12.23
2,SALVISBERG,Geneviève,Mme,FN,Front National,14045,"  37,06","  14,99",non,07609,37.06,14.99
10,KERBARH,Stéphanie,Mme,REM,La République en marche,23852,"  62,94","  25,46",oui,07609,62.94,25.46
3,BATUT,Xavier,M.,REM,La République en marche,28569,"  61,72","  26,27",oui,07610,61.72,26.27
5,BLONDEL,Stacy,Mme,FN,Front National,17720,"  38,28","  16,30",non,07610,38.28,16.3
1,LUQUET,Aude,Mme,MDM,Modem,12659,"  56,01","  17,85",oui,07701,56.01,17.85
17,JULLEMIER,Denis,M.,LR,Les Républicains,9942,"  43,99","  14,02",non,07701,43.99,14.02
5,ROUSSEAU,Estelle,Mme,REM,La République en marche,14897,"  45,91","  18,69",non,07702,45.91,18.69
10,LACROUTE,Valérie,Mme,LR,Les Républicains,17551,"  54,09","  22,01",oui,07702,54.09,22.01
6,DUROX,Aymeric,M.,FN,Front National,8274,"  30,87","  10,97",non,07703,30.87,10.97
10,JEGO,Yves,M.,UDI,Union des Démocrates et Indépendants,18531,"  69,13","  24,56",oui,07703,69.13,24.56
1,JACOB,Christian,M.,LR,Les Républicains,20957,"  61,77","  23,83",oui,07704,61.77,23.83
7,MARCADET,Emmanuel,M.,REM,La République en marche,12973,"  38,23","  14,75",non,07704,38.23,14.75
2,RIESTER,Franck,M.,LR,Les Républicains,20523,"  68,89","  24,18",oui,07705,68.89,24.18
10,BOLLÉE,Joffrey,M.,FN,Front National,9266,"  31,11","  10,92",non,07705,31.11,10.92
4,PARIGI,Jean-François,M.,LR,Les Républicains,14397,"  55,22","  18,43",oui,07706,55.22,18.43
8,MARTIG-DECÈS,Laëtitia,Mme,REM,La République en marche,11673,"  44,78","  14,94",non,07706,44.78,14.94
3,KOKOUENDO,Rodrigue,M.,REM,La République en marche,18279,"  61,48","  21,41",oui,07707,61.48,21.41
14,TROUSSARD,Béatrice,Mme,FN,Front National,11455,"  38,52","  13,42",non,07707,38.52,13.42
3,BRUNEL,Chantal,Mme,LR,Les Républicains,9513,"  32,81","  10,70",non,07708,32.81,10.7
9,FAUVERGUE,Jean-Michel,M.,REM,La République en marche,19485,"  67,19","  21,93",oui,07708,67.19,21.93
11,PEYRON,Michèle,Mme,REM,La République en marche,15361,"  54,27","  17,87",oui,07709,54.27,17.87
12,GEOFFROY,Guy,M.,LR,Les Républicains,12943,"  45,73","  15,05",non,07709,45.73,15.05
4,DO,Stéphanie,Mme,REM,La République en marche,15154,"  56,31","  19,09",oui,07710,56.31,19.09
9,LAISNEY,Maxime,M.,FI,La France insoumise,11757,"  43,69","  14,81",non,07710,43.69,14.81
2,FAURE,Olivier,M.,SOC,Parti socialiste,13639,"  61,09","  21,02",oui,07711,61.09,21.02
8,RUBINELLI,Amandine,Mme,REM,La République en marche,8686,"  38,91","  13,39",non,07711,38.91,13.39
1,BAICHÈRE,Didier,M.,REM,La République en marche,19879,"  51,06","  23,81",oui,07801,51.06,23.81
2,BELLAMY,François-Xavier,M.,LR,Les Républicains,19054,"  48,94","  22,82",non,07801,48.94,22.82
1,THÉVENOT,Pascal,M.,LR,Les Républicains,16711,"  41,70","  19,56",non,07802,41.7,19.56
10,BARROT,Jean-Noël,M.,REM,La République en marche,23361,"  58,30","  27,35",oui,07802,58.3,27.35
4,BRILLAULT,Philippe,M.,LR,Les Républicains,15466,"  41,07","  18,58",non,07803,41.07,18.58
8,PIRON,Béatrice,Mme,REM,La République en marche,22192,"  58,93","  26,66",oui,07803,58.93,26.66
1,LEBEC,Marie,Mme,REM,La République en marche,21662,"  61,39","  27,60",oui,07804,61.39,27.6
7,FOURNIER,Ghislain,M.,LR,Les Républicains,13625,"  38,61","  17,36",non,07804,38.61,17.36
8,MYARD,Jacques,M.,LR,Les Républicains,13686,"  41,01","  18,55",non,07805,41.01,18.55
9,BRAUN-PIVET,Yaël,Mme,REM,La République en marche,19684,"  58,99","  26,68",oui,07805,58.99,26.68
1,POUZYREFF,Natalia,Mme,REM,La République en marche,18510,"  58,34","  24,45",oui,07806,58.34,24.45
10,MORANGE,Pierre,M.,LR,Les Républicains,13219,"  41,66","  17,46",non,07806,41.66,17.46
5,RICHARD,Arnaud,M.,UDI,Union des Démocrates et Indépendants,13395,"  44,43","  16,62",non,07807,44.43,16.62
6,DE VAUCOULEURS,Michèle,Mme,MDM,Modem,16756,"  55,57","  20,79",oui,07807,55.57,20.79
8,VIALAY,Michel,M.,LR,Les Républicains,12276,"  52,87","  16,62",oui,07808,52.87,16.62
14,MOUDNIB,Khadija,Mme,REM,La République en marche,10945,"  47,13","  14,82",non,07808,47.13,14.82
13,MILLIENNE,Bruno,M.,MDM,Modem,17926,"  54,49","  19,70",oui,07809,54.49,19.7
14,TETART,Jean-Marie,M.,LR,Les Républicains,14971,"  45,51","  16,45",non,07809,45.51,16.45
7,BERGÉ,Aurore,Mme,REM,La République en marche,25868,"  64,75","  29,14",oui,07810,64.75,29.14
10,POISSON,Jean-Frédéric,M.,DVD,Divers droite,14084,"  35,25","  15,87",non,07810,35.25,15.87
3,HAÏ,Nadia,Mme,REM,La République en marche,13684,"  52,96","  20,12",oui,07811,52.96,20.12
5,FOURGOUS,Jean-Michel,M.,LR,Les Républicains,12154,"  47,04","  17,87",non,07811,47.04,17.87
2,DOUILLET,David,M.,LR,Les Républicains,12625,"  43,37","  18,30",non,07812,43.37,18.3
12,GRANJUS,Florence,Mme,REM,La République en marche,16484,"  56,63","  23,89",oui,07812,56.63,23.89
3,CHICHE,Guillaume,M.,REM,La République en marche,22878,"  60,42","  25,35",oui,07901,60.42,25.35
5,SEGUIN,Nathalie,Mme,FI,La France insoumise,14987,"  39,58","  16,61",non,07901,39.58,16.61
1,BATHO,Delphine,Mme,SOC,Parti socialiste,24970,"  56,94","  25,64",oui,07902,56.94,25.64
7,HEINTZ,Christine,Mme,REM,La République en marche,18886,"  43,06","  19,39",non,07902,43.06,19.39
2,FIEVET,Jean-Marie,M.,REM,La République en marche,19434,"  59,37","  22,92",oui,07903,59.37,22.92
10,SCHAAF-GAUTHIER,Véronique,Mme,LR,Les Républicains,13300,"  40,63","  15,69",non,07903,40.63,15.69
6,RUFFIN,François,M.,FI,La France insoumise,19329,"  55,97","  22,93",oui,08001,55.97,22.93
8,DUMONT,Nicolas,M.,REM,La République en marche,15205,"  44,03","  18,04",non,08001,44.03,18.04
7,POMPILI,Barbara,Mme,REM,La République en marche,17948,"  61,89","  23,78",oui,08002,61.89,23.78
11,MAISSE,Cédric,M.,FI,La France insoumise,11053,"  38,11","  14,64",non,08002,38.11,14.64
9,MAQUET,Emmanuel,M.,LR,Les Républicains,20688,"  60,14","  24,70",oui,08003,60.14,24.7
11,MARIAGE,Bruno,M.,REM,La République en marche,13714,"  39,86","  16,37",non,08003,39.86,16.37
5,RICHERMOZ,Eric,M.,FN,Front National,14811,"  41,96","  17,63",non,08004,41.96,17.63
10,LECLABART,Jean-Claude,M.,REM,La République en marche,20489,"  58,04","  24,38",oui,08004,58.04,24.38
6,FOLLIOT,Philippe,M.,DVD,Divers droite,24959,"  70,69","  29,80",oui,08101,70.69,29.8
13,CABROLIER,Frédéric,M.,FN,Front National,10350,"  29,31","  12,36",non,08101,29.31,12.36
6,VERDIER-JOUCLAS,Marie-Christine,Mme,REM,La République en marche,29014,"  66,14","  27,37",oui,08102,66.14,27.37
9,ALBARAO,Doriane,Mme,FN,Front National,14851,"  33,86","  14,01",non,08102,33.86,14.01
5,TERLIER,Jean,M.,REM,La République en marche,22884,"  52,11","  22,56",oui,08103,52.11,22.56
12,CARAYON,Bernard,M.,LR,Les Républicains,21031,"  47,89","  20,73",non,08103,47.89,20.73
1,RABAULT,Valérie,Mme,SOC,Parti socialiste,20053,"  55,02","  22,29",oui,08201,55.02,22.29
8,MARDEGAN,Pierre,M.,REM,La République en marche,16393,"  44,98","  18,22",non,08201,44.98,18.22
10,LOPEZ,Romain,M.,FN,Front National,17230,"  44,60","  18,46",non,08202,44.6,18.46
14,PINEL,Sylvia,Mme,RDG,Parti radical de gauche,21398,"  55,40","  22,93",oui,08202,55.4,22.93
13,CHANTRIEUX,Elisabeth,Mme,REM,La République en marche,11734,"  44,82","  15,68",non,08301,44.82,15.68
14,LEVY,Geneviève,Mme,LR,Les Républicains,14448,"  55,18","  19,30",oui,08301,55.18,19.3
7,ROUSSEL,Rachel,Mme,FN,Front National,13678,"  42,73","  15,11",non,08302,42.73,15.11
8,MUSCHOTTI,Cécile,Mme,REM,La République en marche,18334,"  57,27","  20,25",oui,08302,57.27,20.25
3,ZAPOLSKY,Alexandre,M.,REM,La République en marche,18521,"  48,62","  18,38",non,08303,48.62,18.38
7,MASSON,Jean-Louis,M.,LR,Les Républicains,19570,"  51,38","  19,42",oui,08303,51.38,19.42
1,LOTTIAUX,Philippe,M.,FN,Front National,17808,"  45,35","  16,78",non,08304,45.35,16.78
13,MAUBORGNE,Sereine,Mme,REM,La République en marche,21460,"  54,65","  20,22",oui,08304,54.65,20.22
5,MICHEL-KLEISBAUER,Philippe,M.,MDM,Modem,20061,"  53,24","  20,85",oui,08305,53.24,20.85
8,LONGO,Gilles,M.,FN,Front National,17622,"  46,76","  18,31",non,08305,46.76,18.31
4,RIVIERE,Jérôme,M.,FN,Front National,19371,"  44,11","  16,36",non,08306,44.11,16.36
14,GOMEZ-BASSAC,Valérie,Mme,REM,La République en marche,24541,"  55,89","  20,73",oui,08306,55.89,20.73
8,GUEREL,Emilie,Mme,REM,La République en marche,20967,"  56,97","  20,26",oui,08307,56.97,20.26
10,BOCCALETTI,Frédéric,M.,FN,Front National,15838,"  43,03","  15,30",non,08307,43.03,15.3
1,MATRAS,Fabien,M.,REM,La République en marche,24209,"  57,71","  23,20",oui,08308,57.71,23.2
4,JUGY,Pierre,M.,FN,Front National,17743,"  42,29","  17,00",non,08308,42.29,17.0
6,RIGAULT,Anne-Sophie,Mme,FN,Front National,10984,"  41,90","  15,05",non,08401,41.9,15.05
13,CESARINI,Jean-François,M.,REM,La République en marche,15228,"  58,10","  20,86",oui,08401,58.1,20.86
4,STRAPELIAS,Sonia,Mme,REM,La République en marche,14634,"  46,61","  17,57",non,08402,46.61,17.57
5,BOUCHET,Jean-Claude,M.,LR,Les Républicains,16763,"  53,39","  20,12",oui,08402,53.39,20.12
1,POIRSON,Brune,Mme,REM,La République en marche,15821,"  50,68","  20,93",oui,08403,50.68,20.93
5,DE LÉPINAU,Hervé,M.,FN,Front National,15398,"  49,32","  20,37",non,08403,49.32,20.37
7,BOMPARD,Jacques,M.,EXD,Extrême droite,19034,"  50,37","  21,44",oui,08404,50.37,21.44
9,NORMANI,Carole,Mme,REM,La République en marche,18756,"  49,63","  21,13",non,08404,49.63,21.13
2,AUBERT,Julien,M.,LR,Les Républicains,16020,"  50,89","  19,57",oui,08405,50.89,19.57
11,VIARD,Jean,M.,REM,La République en marche,15460,"  49,11","  18,88",non,08405,49.11,18.88
3,LEBOEUF,Alain,M.,LR,Les Républicains,20122,"  45,59","  18,35",non,08501,45.59,18.35
14,LATOMBE,Philippe,M.,MDM,Modem,24017,"  54,41","  21,90",oui,08501,54.41,21.9
7,GALLERNEAU,Patricia,Mme,MDM,Modem,23748,"  59,58","  22,95",oui,08502,59.58,22.95
12,BELLAMY,Béatrice,Mme,LR,Les Républicains,16113,"  40,42","  15,57",non,08502,40.42,15.57
