NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,RapportExprimes,RapportInscrits
12,OPPELT,Valérie,Mme,REM,La République en marche,21542,"  59,99","  25,10",oui,04402,59.99,25.1
2,GOURDON,Martine,Mme,FI,La France insoumise,16132,"  43,74","  17,50",non,04403,43.74,17.5
9,BRUNET,Anne-France,Mme,REM,La République en marche,20746,"  56,26","  22,51",oui,04403,56.26,22.51
1,AMADOU,Aude,Mme,REM,La République en marche,21179,"  56,93","  23,80",oui,04404,56.93,23.8
14,EGRON,Vincent,M.,FI,La France insoumise,16025,"  43,07","  18,00",non,04404,43.07,18.0
5,MÉNARD,Michel,M.,SOC,Parti socialiste,17636,"  38,98","  15,16",non,04405,38.98,15.16
14,EL HAÏRY,Sarah,Mme,MDM,Modem,27613,"  61,02","  23,74",oui,04405,61.02,23.74
7,DANIEL,Yves,M.,REM,La République en marche,26420,"  61,79","  23,97",oui,04406,61.79,23.97
8,HUNAULT,Alain,M.,LR,Les Républicains,16338,"  38,21","  14,82",non,04406,38.21,14.82
8,LOUVRIER,Franck,M.,LR,Les Républicains,16787,"  38,89","  15,51",non,04407,38.89,15.51
9,JOSSO,Sandrine,Mme,REM,La République en marche,26377,"  61,11","  24,37",oui,04407,61.11,24.37
8,DUFEU SCHUBERT,Audrey,Mme,REM,La République en marche,19344,"  56,70","  22,60",oui,04408,56.7,22.6
15,DEBRAYE,Lionel,M.,FI,La France insoumise,14773,"  43,30","  17,26",non,04408,43.3,17.26
12,HUGUES,Claire,Mme,LR,Les Républicains,15176,"  34,98","  12,87",non,04409,34.98,12.87
13,HAURY,Yannick,M.,MDM,Modem,28208,"  65,02","  23,93",oui,04409,65.02,23.93
4,ERRANTE,Sophie,Mme,REM,La République en marche,28560,"  63,89","  24,89",oui,04410,63.89,24.89
11,GUIHO,Jérôme,M.,LR,Les Républicains,16140,"  36,11","  14,07",non,04410,36.11,14.07
2,LEMAIGNEN,Charles-Eric,M.,LR,Les Républicains,10759,"  34,98","  14,22",non,04501,34.98,14.22
4,RIST,Stéphanie,Mme,REM,La République en marche,20001,"  65,02","  26,44",oui,04501,65.02,26.44
1,GROUARD,Serge,M.,LR,Les Républicains,16579,"  48,77","  19,44",non,04502,48.77,19.44
12,JANVIER,Caroline,Mme,REM,La République en marche,17415,"  51,23","  20,42",oui,04502,51.23,20.42
1,CHELLY,Jihan,Mme,REM,La République en marche,14210,"  49,90","  20,06",non,04503,49.9,20.06
3,DE GANAY,Claude,M.,LR,Les Républicains,14269,"  50,10","  20,14",oui,04503,50.1,20.14
3,DOOR,Jean-Pierre,M.,LR,Les Républicains,14561,"  50,01","  19,51",oui,04504,50.01,19.51
8,HARLÉ,Mélusine,Mme,REM,La République en marche,14553,"  49,99","  19,50",non,04504,49.99,19.5
6,DUBOIS,Marianne,Mme,LR,Les Républicains,14120,"  50,16","  18,94",oui,04505,50.16,18.94
15,SIMONNET,David,M.,REM,La République en marche,14032,"  49,84","  18,82",non,04505,49.84,18.82
3,RAMOS,Richard,M.,MDM,Modem,14379,"  52,69","  20,00",oui,04506,52.69,20.0
4,LECLERC,Alexandrine,Mme,UDI,Union des Démocrates et Indépendants,12911,"  47,31","  17,96",non,04506,47.31,17.96
1,MAUREL,Sébastien,M.,REM,La République en marche,15516,"  48,68","  21,91",non,04601,48.68,21.91
8,PRADIÉ,Aurélien,M.,LR,Les Républicains,16358,"  51,32","  23,10",oui,04601,51.32,23.1
10,TIEGNA,Huguette,Mme,REM,La République en marche,15985,"  53,25","  24,46",oui,04602,53.25,24.46
11,LABARTHE,Vincent,M.,SOC,Parti socialiste,14033,"  46,75","  21,48",non,04602,46.75,21.48
10,LAUZZANA,Michel,M.,REM,La République en marche,19635,"  56,85","  22,27",oui,04701,56.85,22.27
11,DIONIS DU SEJOUR,Jean,M.,UDI,Union des Démocrates et Indépendants,14903,"  43,15","  16,90",non,04701,43.15,16.9
1,LAPORTE,Hélène,Mme,FN,Front National,13413,"  40,28","  17,43",non,04702,40.28,17.43
4,FRESCHI,Alexandre,M.,REM,La République en marche,19883,"  59,72","  25,83",oui,04702,59.72,25.83
5,BOUSQUET-CASSAGNE,Étienne,M.,FN,Front National,12926,"  39,57","  17,08",non,04703,39.57,17.08
12,DAMAISIN,Olivier,M.,REM,La République en marche,19743,"  60,43","  26,09",oui,04703,60.43,26.09
4,MOREL A L'HUISSIER,Pierre,M.,LR,Les Républicains,16440,"  56,61","  27,66",oui,04801,56.61,27.66
5,PALOMBI,Francis,M.,REM,La République en marche,12601,"  43,39","  21,20",non,04801,43.39,21.2
2,FEL,Caroline,Mme,LR,Les Républicains,11734,"  35,67","  13,95",non,04901,35.67,13.95
12,ORPHELIN,Matthieu,M.,REM,La République en marche,21158,"  64,33","  25,16",oui,04901,64.33,25.16
5,DUPONT,Stella,Mme,REM,La République en marche,24313,"  69,09","  26,92",oui,04902,69.09,26.92
10,HENRY,Maxence,M.,LR,Les Républicains,10875,"  30,91","  12,04",non,04902,30.91,12.04
4,BARRAULT,Anne,Mme,REM,La République en marche,13827,"  48,12","  19,65",non,04903,48.12,19.65
11,TAUGOURDEAU,Jean-Charles,M.,LR,Les Républicains,14906,"  51,88","  21,18",oui,04903,51.88,21.18
4,TOURON,Éric,M.,UDI,Union des Démocrates et Indépendants,12091,"  41,77","  16,28",non,04904,41.77,16.28
13,SAINT-PAUL,Laëtitia,Mme,REM,La République en marche,16857,"  58,23","  22,70",oui,04904,58.23,22.7
2,BRAULT,Patrice,M.,DVD,Divers droite,9545,"  31,63","  12,34",non,04905,31.63,12.34
11,MASSEGLIA,Denis,M.,REM,La République en marche,20631,"  68,37","  26,66",oui,04905,68.37,26.66
8,MARTIN,André,M.,LR,Les Républicains,14017,"  38,23","  14,80",non,04906,38.23,14.8
9,DUBRE-CHIRAT,Nicole,Mme,REM,La République en marche,22649,"  61,77","  23,92",oui,04906,61.77,23.92
5,GLÉMOT,Étienne,M.,LR,Les Républicains,11581,"  37,58","  14,88",non,04907,37.58,14.88
8,BOLO,Philippe,M.,MDM,Modem,19235,"  62,42","  24,72",oui,04907,62.42,24.72
3,NOUET,Benoîte,Mme,REM,La République en marche,18131,"  47,50","  20,86",non,05001,47.5,20.86
9,GOSSELIN,Philippe,M.,LR,Les Républicains,20043,"  52,50","  23,06",oui,05001,52.5,23.06
1,HUET,Guenhaël,M.,LR,Les Républicains,16747,"  39,00","  17,54",non,05002,39.0,17.54
6,SORRE,Bertrand,M.,REM,La République en marche,26190,"  61,00","  27,43",oui,05002,61.0,27.43
6,TRAVERT,Stéphane,M.,REM,La République en marche,27811,"  66,16","  25,80",oui,05003,66.16,25.8
9,COUSIN,Jean-Manuel,M.,LR,Les Républicains,14224,"  33,84","  13,19",non,05003,33.84,13.19
4,KRIMI,Sonia,Mme,DIV,Divers,15636,"  60,93","  17,63",oui,05004,60.93,17.63
13,MISTLER,Blaise,M.,REM,La République en marche,10028,"  39,07","  11,30",non,05004,39.07,11.3
3,CHEMLA,Gérard,M.,DIV,Divers,10573,"  44,66","  14,66",non,05101,44.66,14.66
9,BEAUVAIS,Valérie,Mme,LR,Les Républicains,13104,"  55,34","  18,17",oui,05101,55.34,18.17
3,KURIC,Aina,Mme,REM,La République en marche,14176,"  51,21","  19,38",oui,05102,51.21,19.38
8,VAUTRIN,Catherine,Mme,LR,Les Républicains,13508,"  48,79","  18,47",non,05102,48.79,18.47
6,PHILIPPO,Baptiste,M.,FN,Front National,12160,"  40,39","  15,09",non,05103,40.39,15.09
11,GIRARDIN,Éric,M.,REM,La République en marche,17946,"  59,61","  22,27",oui,05103,59.61,22.27
9,BESSON,Thierry,M.,FN,Front National,9878,"  33,12","  12,53",non,05104,33.12,12.53
10,MAGNIER,Lise,Mme,LR,Les Républicains,19946,"  66,88","  25,31",oui,05104,66.88,25.31
1,DE COURSON,Charles,M.,UDI,Union des Démocrates et Indépendants,24074,"  71,57","  31,30",oui,05105,71.57,31.3
8,LAVAL,Thomas,M.,FN,Front National,9563,"  28,43","  12,43",non,05105,28.43,12.43
1,GUENÉ,Adrien,M.,LR,Les Républicains,13109,"  46,56","  18,11",non,05201,46.56,18.11
5,ABBA,Bérangère,Mme,REM,La République en marche,15045,"  53,44","  20,78",oui,05201,53.44,20.78
2,FABRE,Frédéric,M.,FN,Front National,9901,"  38,19","  16,07",non,05202,38.19,16.07
5,CORNUT-GENTILLE,François,M.,LR,Les Républicains,16027,"  61,81","  26,02",oui,05202,61.81,26.02
4,GAROT,Guillaume,M.,SOC,Parti socialiste,18848,"  61,24","  25,92",oui,05301,61.24,25.92
6,MOTTIER,Béatrice,Mme,REM,La République en marche,11931,"  38,76","  16,41",non,05301,38.76,16.41
8,BANNIER,Géraldine,Mme,MDM,Modem,18013,"  54,78","  23,15",oui,05302,54.78,23.15
11,CHEVROLLIER,Guillaume,M.,LR,Les Républicains,14869,"  45,22","  19,11",non,05302,45.22,19.11
3,FAVENNEC,Yannick,M.,UDI,Union des Démocrates et Indépendants,19405,"  61,53","  26,98",oui,05303,61.53,26.98
12,CHOUZY,Josselin,M.,REM,La République en marche,12132,"  38,47","  16,87",non,05303,38.47,16.87
2,GRANDJEAN,Carole,Mme,REM,La République en marche,17025,"  55,89","  21,47",oui,05401,55.89,21.47
7,KHIROUNI,Chaynesse,Mme,SOC,Parti socialiste,13439,"  44,11","  16,95",non,05401,44.11,16.95
6,GARCIA,Laurent,M.,MDM,Modem,17487,"  66,82","  25,49",oui,05402,66.82,25.49
11,DEBORD,Valérie,Mme,LR,Les Républicains,8684,"  33,18","  12,66",non,05402,33.18,12.66
12,ZOLFO,Patrice,M.,FI,La France insoumise,12636,"  47,59","  15,30",non,05403,47.59,15.3
15,PALUSZKIEWICZ,Xavier,M.,REM,La République en marche,13917,"  52,41","  16,85",oui,05403,52.41,16.85
3,BUZZI,Philippe,M.,REM,La République en marche,17124,"  46,73","  17,47",non,05404,46.73,17.47
5,BAZIN,Thibault,M.,LR,Les Républicains,19524,"  53,27","  19,92",oui,05404,53.27,19.92
1,BUCHET,Marion,Mme,REM,La République en marche,11951,"  36,87","  15,18",non,05405,36.87,15.18
11,POTIER,Dominique,M.,SOC,Parti socialiste,20461,"  63,13","  25,98",oui,05405,63.13,25.98
5,MARSOLLE,Cédric,M.,FN,Front National,11192,"  38,64","  12,78",non,05406,38.64,12.78
11,FIAT,Caroline,Mme,FI,La France insoumise,17772,"  61,36","  20,30",oui,05406,61.36,20.3
2,PANCHER,Bertrand,M.,UDI,Union des Démocrates et Indépendants,18053,"  58,25","  23,36",oui,05501,58.25,23.36
10,ANDRÉ,Diana,Mme,REM,La République en marche,12940,"  41,75","  16,74",non,05501,41.75,16.74
5,CARIOU,Emilie,Mme,REM,La République en marche,14969,"  62,76","  24,83",oui,05502,62.76,24.83
7,VILAIN,Eric,M.,FN,Front National,8881,"  37,24","  14,73",non,05502,37.24,14.73
2,PELLOIS,Hervé,M.,REM,La République en marche,29243,"  64,41","  27,75",oui,05601,64.41,27.75
5,PENHOUET,Christine,Mme,LR,Les Républicains,16156,"  35,59","  15,33",non,05601,35.59,15.33
3,PAHUN,Jimmy,M.,DIV,Divers,21223,"  51,06","  20,35",oui,05602,51.06,20.35
6,LE RAY,Philippe,M.,LR,Les Républicains,20340,"  48,94","  19,50",non,05602,48.94,19.5
1,LE PEIH,Nicole,Mme,REM,La République en marche,24064,"  66,10","  26,51",oui,05603,66.1,26.51
12,DORÉ-LUCAS,Marie Madeleine,Mme,FI,La France insoumise,12340,"  33,90","  13,59",non,05603,33.9,13.59
3,SCHEUER,Alexandre,M.,FI,La France insoumise,11549,"  36,89","  14,31",non,05605,36.89,14.31
4,ROUILLARD,Gwendal,M.,REM,La République en marche,19756,"  63,11","  24,48",oui,05605,63.11,24.48
3,JACQUES,Jean-Michel,M.,REM,La République en marche,20250,"  54,72","  22,33",oui,05606,54.72,22.33
10,LE NAY,Gwenn,M.,UDI,Union des Démocrates et Indépendants,16755,"  45,28","  18,47",non,05606,45.28,18.47
10,BURG,Laurence,Mme,FN,Front National,12081,"  40,03","  13,21",non,05701,40.03,13.21
12,BELHADDAD,Belkhir,M.,REM,La République en marche,18098,"  59,97","  19,79",oui,05701,59.97,19.79
2,MENDES,Ludovic,M.,REM,La République en marche,14020,"  52,40","  18,33",oui,05702,52.4,18.33
8,FRANÇOIS,Jean,M.,LR,Les Républicains,12735,"  47,60","  16,65",non,05702,47.6,16.65
7,LIOGER,Richard,M.,REM,La République en marche,13657,"  51,21","  18,13",oui,05703,51.21,18.13
8,ZIMMERMANN,Marie-Jo,Mme,LR,Les Républicains,13013,"  48,79","  17,28",non,05703,48.79,17.28
9,DI FILIPPO,Fabien,M.,LR,Les Républicains,16089,"  53,29","  19,75",oui,05704,53.29,19.75
10,HUCHOT,Mathilde,Mme,REM,La République en marche,14102,"  46,71","  17,31",non,05704,46.71,17.31
1,LETT,Céleste,M.,LR,Les Républicains,13676,"  48,49","  18,49",non,05705,48.49,18.49
4,GRIES-TRISSE,Nicole,Mme,REM,La République en marche,14529,"  51,51","  19,64",oui,05705,51.51,19.64
5,PHILIPPOT,Florian,M.,FN,Front National,10337,"  43,04","  14,74",non,05706,43.04,14.74
9,AREND,Christophe,M.,REM,La République en marche,13682,"  56,96","  19,51",oui,05706,56.96,19.51
1,ZANNIER,Hélène,Mme,REM,La République en marche,17879,"  56,24","  19,79",oui,05707,56.24,19.79
9,PFEFFER,Kévin,M.,FN,Front National,13911,"  43,76","  15,40",non,05707,43.76,15.4
5,HAMMOUCHE,Brahim,M.,MDM,Modem,16150,"  58,84","  17,47",oui,05708,58.84,17.47
12,HOFF,Hervé,M.,FN,Front National,11297,"  41,16","  12,22",non,05708,41.16,12.22
5,MATZ,Emilie,Mme,FN,Front National,10218,"  29,87","  10,27",non,05709,29.87,10.27
7,RAUCH,Isabelle,Mme,REM,La République en marche,23995,"  70,13","  24,12",oui,05709,70.13,24.12
2,GOULET,Perrine,Mme,REM,La République en marche,18713,"  66,13","  24,33",oui,05801,66.13,24.33
10,VIGNERON,Pauline,Mme,FN,Front National,9584,"  33,87","  12,46",non,05801,33.87,12.46
5,PAUL,Christian,M.,SOC,Parti socialiste,15686,"  45,38","  19,04",non,05802,45.38,19.04
9,PERROT,Patrice,M.,REM,La République en marche,18883,"  54,62","  22,92",oui,05802,54.62,22.92
8,QUATENNENS,Adrien,M.,FI,La France insoumise,11039,"  50,11","  17,88",oui,05901,50.11,17.88
14,ITIER,Christophe,M.,REM,La République en marche,10989,"  49,89","  17,80",non,05901,49.89,17.8
9,BERRADA,Houmria,Mme,REM,La République en marche,10962,"  35,85","  12,65",non,05902,35.85,12.65
15,BERNALICIS,Ugo,M.,FI,La France insoumise,19619,"  64,15","  22,64",oui,05902,64.15,22.64
3,DI POMPEO,Christophe,M.,REM,La République en marche,16861,"  51,30","  17,94",oui,05903,51.3,17.94
5,GODDYN,Sylvie,Mme,FN,Front National,16008,"  48,70","  17,03",non,05903,48.7,17.03
4,LISO,Brigitte,Mme,REM,La République en marche,21814,"  58,75","  21,97",oui,05904,58.75,21.97
7,HOUSSIN,Jacques,M.,LR,Les Républicains,15317,"  41,25","  15,42",non,05904,41.25,15.42
4,DEKONINCK,Guillaume,M.,REM,La République en marche,17053,"  44,48","  17,07",non,05905,44.48,17.07
14,HUYGHE,Sébastien,M.,LR,Les Républicains,21284,"  55,52","  21,31",oui,05905,55.52,21.31
2,LAZARO,Thierry,M.,LR,Les Républicains,18354,"  48,18","  20,60",non,05906,48.18,20.6
11,LECOCQ,Charlotte,Mme,REM,La République en marche,19739,"  51,82","  22,15",oui,05906,51.82,22.15
2,VERCAMER,Francis,M.,UDI,Union des Démocrates et Indépendants,13576,"  53,52","  18,74",oui,05907,53.52,18.74
6,VERSPIEREN,Arnaud,M.,MDM,Modem,11788,"  46,48","  16,27",non,05907,46.48,16.27
3,LEPLAT,Astrid,Mme,FN,Front National,6889,"  37,05","  10,16",non,05908,37.05,10.16
12,OSSON,Catherine,Mme,REM,La République en marche,11703,"  62,95","  17,26",oui,05908,62.95,17.26
4,GERARD,Bernard,M.,LR,Les Républicains,16837,"  47,94","  18,38",non,05909,47.94,18.38
12,PETIT,Valérie,Mme,REM,La République en marche,18281,"  52,06","  19,95",oui,05909,52.06,19.95
1,LEDOUX,Vincent,M.,LR,Les Républicains,13168,"  55,93","  16,06",oui,05910,55.93,16.06
8,TAÏEB,Sophie,Mme,REM,La République en marche,10374,"  44,07","  12,65",non,05910,44.07,12.65
2,PIETRASZEWSKI,Laurent,M.,REM,La République en marche,22645,"  67,17","  24,60",oui,05911,67.17,24.6
10,ACS,Nathalie,Mme,FN,Front National,11067,"  32,83","  12,02",non,05911,32.83,12.02
2,CATTELOT,Anne Laure,Mme,REM,La République en marche,19095,"  54,06","  20,41",oui,05912,54.06,20.41
3,PHILIPPE,Gérard,M.,FN,Front National,16230,"  45,94","  17,34",non,05912,45.94,17.34
4,EYMERY,Philippe,M.,FN,Front National,12478,"  36,68","  13,98",non,05913,36.68,13.98
8,HUTIN,Christian,M.,DVG,Divers gauche,21538,"  63,32","  24,12",oui,05913,63.32,24.12
4,CHRISTOPHE,Paul,M.,LR,Les Républicains,25162,"  63,88","  25,47",oui,05914,63.88,25.47
11,LEMAITTE,Julien,M.,REM,La République en marche,14229,"  36,12","  14,40",non,05914,36.12,14.4
2,DE TEMMERMAN,Jennifer,Mme,REM,La République en marche,24519,"  60,69","  25,57",oui,05915,60.69,25.57
7,PRINCE,Pascal,M.,FN,Front National,15881,"  39,31","  16,56",non,05915,39.31,16.56
6,BRUNEEL,Alain,M.,COM,Parti communiste français,17057,"  55,86","  20,54",oui,05916,55.86,20.54
8,DE MEREUIL,Hortense,Mme,FN,Front National,13478,"  44,14","  16,23",non,05916,44.14,16.23
4,HOUBRON,Dimitri,M.,REM,La République en marche,14442,"  53,21","  19,62",oui,05917,53.21,19.62
6,FRANCOIS,Thibaut,M.,FN,Front National,12697,"  46,79","  17,25",non,05917,46.79,17.25
1,BRICOUT,Guy,M.,UDI,Union des Démocrates et Indépendants,21669,"  63,67","  23,66",oui,05918,63.67,23.66
7,POMMEYROL-BURLET,Claire,Mme,REM,La République en marche,12363,"  36,33","  13,50",non,05918,36.33,13.5
1,CHENU,Sébastien,M.,FN,Front National,16013,"  55,35","  20,25",oui,05919,55.35,20.25
3,HEBBAR,Sabine,Mme,MDM,Modem,12920,"  44,65","  16,34",non,05919,44.65,16.34
9,DE DANNE,Ludovic,M.,FN,Front National,10538,"  36,12","  12,99",non,05920,36.12,12.99
11,ROUSSEL,Fabien,M.,COM,Parti communiste français,18633,"  63,88","  22,97",oui,05920,63.88,22.97
4,DESCAMPS,Béatrice,Mme,UDI,Union des Démocrates et Indépendants,18126,"  62,72","  21,95",oui,05921,62.72,21.95
6,CAUDRON,Valérie,Mme,FN,Front National,10774,"  37,28","  13,05",non,05921,37.28,13.05
2,DASSAULT,Olivier,M.,LR,Les Républicains,22885,"  67,07","  27,59",oui,06001,67.07,27.59
10,FLOUR,Denis,M.,REM,La République en marche,11237,"  32,93","  13,54",non,06001,32.93,13.54
9,THILL,Agnès,Mme,REM,La République en marche,19164,"  54,70","  21,60",oui,06002,54.7,21.6
11,DUSSAUSAYE,Gaëtan,M.,FN,Front National,15871,"  45,30","  17,89",non,06002,45.3,17.89
7,MURER,Philippe,M.,FN,Front National,10493,"  42,32","  14,20",non,06003,42.32,14.2
11,BOIS,Pascal,M.,REM,La République en marche,14300,"  57,68","  19,35",oui,06003,57.68,19.35
6,WOERTH,Eric,M.,LR,Les Républicains,19396,"  51,98","  20,97",oui,06004,51.98,20.97
10,LOZANO,Stéphanie,Mme,REM,La République en marche,17916,"  48,02","  19,37",non,06004,48.02,19.37
2,VATIN,Pierre,M.,LR,Les Républicains,15347,"  55,96","  21,07",oui,06005,55.96,21.07
6,BOUR,Emmanuelle,Mme,REM,La République en marche,12076,"  44,04","  16,58",non,06005,44.04,16.58
5,GUINIOT,Michel,M.,FN,Front National,12548,"  41,60","  16,68",non,06006,41.6,16.68
6,BUREAU-BONNARD,Carole,Mme,REM,La République en marche,17619,"  58,40","  23,42",oui,06006,58.4,23.42
6,MINOT,Maxime,M.,LR,Les Républicains,17233,"  60,52","  22,65",oui,06007,60.52,22.65
10,DARDENNE,Jean-François,M.,REM,La République en marche,11244,"  39,48","  14,78",non,06007,39.48,14.78
3,PUEYO,Joaquim,M.,SOC,Parti socialiste,15192,"  52,50","  21,85",oui,06101,52.5,21.85
13,ROIMIER,Christine,Mme,DVD,Divers droite,13746,"  47,50","  19,77",non,06101,47.5,19.77
8,LEROUGE,Ophélie,Mme,REM,La République en marche,13386,"  45,27","  19,85",non,06102,45.27,19.85
9,LOUWAGIE,Véronique,Mme,LR,Les Républicains,16182,"  54,73","  23,99",oui,06102,54.73,23.99
1,BOSCHER,Isabelle,Mme,REM,La République en marche,14407,"  43,92","  20,11",non,06103,43.92,20.11
3,NURY,Jérôme,M.,LR,Les Républicains,18397,"  56,08","  25,68",oui,06103,56.08,25.68
8,DUVERGÉ,Bruno,M.,MDM,Modem,24770,"  54,01","  23,73",oui,06201,54.01,23.73
11,CAUDRON,Agnès,Mme,FN,Front National,21093,"  45,99","  20,21",non,06201,45.99,20.21
2,HEUSELE,Alban,M.,FN,Front National,12028,"  34,49","  14,13",non,06202,34.49,14.13
12,MAQUET,Jacqueline,Mme,REM,La République en marche,22847,"  65,51","  26,84",oui,06202,65.51,26.84
2,EVRARD,José,M.,FN,Front National,16298,"  52,94","  19,04",oui,06203,52.94,19.04
7,DEBRUYNE,Patrick,M.,MDM,Modem,14485,"  47,06","  16,92",non,06203,47.06,16.92
6,GUILLUY,Thibaut,M.,REM,La République en marche,21204,"  47,81","  23,95",non,06204,47.81,23.95
10,FASQUELLE,Daniel,M.,LR,Les Républicains,23147,"  52,19","  26,15",oui,06204,52.19,26.15
3,GOLLIOT,Antoine,M.,FN,Front National,13101,"  38,97","  14,54",non,06205,38.97,14.54
11,PONT,Jean-Pierre,M.,REM,La République en marche,20515,"  61,03","  22,77",oui,06205,61.03,22.77
3,BOURGUIGNON,Brigitte,Mme,REM,La République en marche,24970,"  60,84","  27,38",oui,06206,60.84,27.38
7,BOURGEOIS,Marie-Christine,Mme,FN,Front National,16074,"  39,16","  17,63",non,06206,39.16,17.63
7,OLIVIER,Philippe,M.,FN,Front National,13707,"  39,17","  14,69",non,06207,39.17,14.69
9,DUMONT,Pierre-Henri,M.,LR,Les Républicains,21284,"  60,83","  22,82",oui,06207,60.83,22.82
6,HAVERLANT,Karine,Mme,FN,Front National,16310,"  43,22","  17,53",non,06208,43.22,17.53
10,POTTERIE,Benoit,M.,REM,La République en marche,21431,"  56,78","  23,04",oui,06208,56.78,23.04
1,DEPREZ-AUDEBERT,Marguerite,Mme,MDM,Modem,18451,"  57,66","  23,33",oui,06209,57.66,23.33
11,DELAIRE,Jacques,M.,FN,Front National,13548,"  42,34","  17,13",non,06209,42.34,17.13
4,DESCHANEL,Laurence,Mme,REM,La République en marche,16105,"  47,42","  17,84",non,06210,47.42,17.84
9,PAJOT,Ludovic,M.,FN,Front National,17854,"  52,58","  19,78",oui,06210,52.58,19.78
3,ROQUET,Anne,Mme,REM,La République en marche,16084,"  41,40","  16,94",non,06211,41.4,16.94
4,LE PEN,Marine,Mme,FN,Front National,22769,"  58,60","  23,99",oui,06211,58.6,23.99
3,REMBERT,Coralie,Mme,REM,La République en marche,16360,"  44,92","  17,20",non,06212,44.92,17.2
13,BILDE,Bruno,M.,FN,Front National,20057,"  55,08","  21,09",oui,06212,55.08,21.09
10,LAFFONT,Alain,M.,FI,La France insoumise,13603,"  42,99","  16,29",non,06301,42.99,16.29
13,THOMAS,Valérie,Mme,REM,La République en marche,18042,"  57,01","  21,61",oui,06301,57.01,21.61
3,HAMOUMOU,Mohand,M.,REM,La République en marche,14515,"  36,79","  16,52",non,06302,36.79,16.52
6,PIRÈS BEAUNE,Christine,Mme,SOC,Parti socialiste,24936,"  63,21","  28,38",oui,06302,63.21,28.38
1,VICHNIEVSKY,Laurence,Mme,MDM,Modem,20333,"  56,02","  22,84",oui,06303,56.02,22.84
4,GISCARD D'ESTAING,Louis,M.,UDI,Union des Démocrates et Indépendants,15966,"  43,98","  17,94",non,06303,43.98,17.94
2,BARRAUD,Bertrand,M.,LR,Les Républicains,15483,"  44,56","  15,70",non,06304,44.56,15.7
5,FANGET,Michel,M.,MDM,Modem,19265,"  55,44","  19,53",oui,06304,55.44,19.53
5,GARDETTE,Sébastien,M.,REM,La République en marche,17561,"  36,45","  17,21",non,06305,36.45,17.21
11,CHASSAIGNE,André,M.,COM,Parti communiste français,30620,"  63,55","  30,01",oui,06305,63.55,30.01
7,POUEYTO,Josy,Mme,MDM,Modem,15438,"  62,72","  22,44",oui,06401,62.72,22.44
11,ROY,Pauline,Mme,LR,Les Républicains,9178,"  37,28","  13,34",non,06401,37.28,13.34
3,CHABANNE,Nathalie,Mme,SOC,Parti socialiste,13198,"  39,07","  16,48",non,06402,39.07,16.48
9,MATTEI,Jean-Paul,M.,MDM,Modem,20584,"  60,93","  25,71",oui,06402,60.93,25.71
2,HABIB,David,M.,SOC,Parti socialiste,21286,"  53,96","  25,72",oui,06403,53.96,25.72
5,BERNOS,Michel,M.,REM,La République en marche,18164,"  46,04","  21,95",non,06403,46.04,21.95
7,CORRÉGÉ,Loïc,M.,REM,La République en marche,17694,"  47,21","  22,07",non,06404,47.21,22.07
11,LASSALLE,Jean,M.,DVD,Divers droite,19787,"  52,79","  24,68",oui,06404,52.79,24.68
2,LASSERRE-DAVID,Florence,Mme,MDM,Modem,20623,"  57,03","  22,67",oui,06405,57.03,22.67
12,CAPDEVIELLE,Colette,Mme,SOC,Parti socialiste,15536,"  42,97","  17,08",non,06405,42.97,17.08
4,BRU,Vincent,M.,MDM,Modem,22872,"  62,51","  23,01",oui,06406,62.51,23.01
5,AROSTEGUY,Maider,Mme,LR,Les Républicains,13715,"  37,49","  13,80",non,06406,37.49,13.8
5,FERRER,Sylvie,Mme,FI,La France insoumise,16102,"  41,14","  18,23",non,06501,41.14,18.23
6,SEMPASTOUS,Jean-Bernard,M.,REM,La République en marche,23033,"  58,86","  26,08",oui,06501,58.86,26.08
7,STARICKY,Marie-Agnès,Mme,REM,La République en marche,17455,"  48,91","  19,54",non,06502,48.91,19.54
10,DUBIÉ,Jeanine,Mme,RDG,Parti radical de gauche,18230,"  51,09","  20,41",oui,06502,51.09,20.41
2,BOLO,Alexandre,M.,FN,Front National,11008,"  42,79","  15,51",non,06601,42.79,15.51
5,GRAU,Romain,M.,REM,La République en marche,14720,"  57,21","  20,74",oui,06601,57.21,20.74
9,ESPERT,Christine,Mme,MDM,Modem,20025,"  49,44","  20,72",non,06602,49.44,20.72
13,ALIOT,Louis,M.,FN,Front National,20477,"  50,56","  21,19",oui,06602,50.56,21.19
1,DOGOR,Sandrine,Mme,FN,Front National,12693,"  40,69","  15,29",non,06603,40.69,15.29
7,GAYTE,Laurence,Mme,REM,La République en marche,18501,"  59,31","  22,28",oui,06603,59.31,22.28
1,CAZENOVE,Sébastien,M.,REM,La République en marche,22193,"  57,97","  22,86",oui,06604,57.97,22.86
12,MASSANELL,Stéphane,M.,FN,Front National,16092,"  42,03","  16,57",non,06604,42.03,16.57
14,ELKOUBY,Eric,M.,SOC,Parti socialiste,8885,"  40,05","  14,56",non,06701,40.05,14.56
18,MICHELS,Thierry,M.,REM,La République en marche,13301,"  59,95","  21,79",oui,06701,59.95,21.79
1,BIES,Philippe,M.,SOC,Parti socialiste,10268,"  41,47","  14,77",non,06702,41.47,14.77
