NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
3,BENIN,Justine,Mme,ENS,Ensemble ! (Majorité présidentielle),10915,"  41,35","  12,43",non,97102,97102,ZA002
11,BAPTISTE,Christian,M.,DVG,Divers gauche,15484,"  58,65","  17,64",oui,97102,97102,ZA002
