NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
3,METZDORF,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle),31398,"  54,23","  25,69",oui,98802,98802,ZN002
8,REIGNIER,Gérard,M.,REG,Régionaliste,26500,"  45,77","  21,68",non,98802,98802,ZN002
